DAOPHOTID,RA,DEC,u,uError,g,gError,r,rError,i,iError,z,zError
2400,114.5637003,21.67406438,99.999,9.999,22.778,0.145,20.987,0.051,19.911,0.032,19.261,0.047
2519,114.5639225,21.68933928,99.999,9.999,22.853,0.187,21.821,0.097,20.731,0.049,20.004,0.093
1296,114.5640134,21.55796407,20.76,0.064,18.836,0.014,18.095,0.012,17.819,0.02,17.672,0.019
2823,114.5640387,21.73298804,99.999,9.999,99.999,9.999,22.473,0.163,21.207,0.064,20.873,0.211
894,114.564064,21.53059183,22.188,0.204,19.736,0.019,18.565,0.013,18.09,0.013,17.759,0.019
1742,114.5640719,21.59838689,17.806,0.012,16.663,0.015,16.3,0.004,16.199,0.026,16.161,0.011
1202,114.5641583,21.55187117,16.38,0.006,15.276,0.018,15.052,0.008,15.004,0.02,15.018,0.008
1678,114.5641913,21.59187925,99.999,9.999,22.517,0.133,20.843,0.049,19.841,0.026,19.243,0.066
543,114.5642095,21.49752249,99.999,9.999,21.059,0.035,19.713,0.02,19.137,0.022,18.849,0.042
1411,114.5642846,21.56730088,22.602,0.339,21.676,0.065,21.245,0.06,21.163,0.09,20.653,0.181
970,114.564336,21.53576737,22.247,0.223,20.069,0.021,18.987,0.016,18.59,0.017,18.334,0.029
2261,114.5643428,21.65544398,99.999,9.999,23.121,0.216,21.703,0.07,20.757,0.045,20.041,0.072
2087,114.5644383,21.63634227,99.999,9.999,22.021,0.125,20.67,0.059,19.859,0.04,19.471,0.069
2065,114.5645626,21.63383555,15.195,0.006,99.999,9.999,99.999,9.999,99.999,9.999,11.941,0.012
2494,114.5645637,21.68713014,99.999,9.999,22.254,0.085,21.086,0.049,20.392,0.027,19.931,0.089
1850,114.5646088,21.6082861,99.999,9.999,21.975,0.072,20.484,0.032,19.811,0.023,19.38,0.06
181,114.564733,21.46180278,99.999,9.999,21.91,0.086,21.071,0.061,19.59,0.039,18.859,0.04
2626,114.5650954,21.70486528,17,0.007,14.921,0.004,99.999,9.999,99.999,9.999,13.556,0.012
1765,114.5651717,21.60115702,22.269,0.24,19.979,0.016,18.527,0.014,17.482,0.018,16.924,0.015
2254,114.5652809,21.65578273,99.999,9.999,23.337,0.268,21.931,0.11,20.883,0.06,20.323,0.121
2141,114.5653795,21.64355777,99.999,9.999,21.88,0.068,20.447,0.03,19.753,0.029,19.352,0.058
1771,114.5655166,21.601962,99.999,9.999,22.361,0.112,21.13,0.062,20.712,0.046,20.334,0.124
1212,114.5655485,21.55393037,99.999,9.999,21.7,0.059,20.227,0.025,19.551,0.02,19.174,0.058
724,114.5655625,21.51688795,99.999,9.999,22.524,0.118,21.356,0.059,20.782,0.065,20.363,0.142
711,114.5656155,21.51519561,22.036,0.195,19.467,0.018,18.374,0.018,17.975,0.013,17.761,0.025
1431,114.5656443,21.56994307,17.566,0.009,16.448,0.014,16.121,0.005,16.02,0.022,15.995,0.011
2312,114.5656733,21.66495685,99.999,9.999,20.745,0.026,19.475,0.016,19.038,0.015,18.807,0.042
767,114.5657346,21.52146651,99.999,9.999,23.32,0.239,21.459,0.065,20.706,0.058,20.094,0.104
1019,114.5657358,21.54071029,21.314,0.099,20.962,0.05,20.514,0.063,20.81,0.1,20.407,0.149
1710,114.565915,21.59699588,99.999,9.999,21.865,0.071,20.477,0.036,19.188,0.034,18.674,0.037
981,114.5660493,21.5381167,99.999,9.999,22.307,0.105,21.173,0.063,20.711,0.054,20.493,0.112
351,114.5662145,21.48121641,99.999,9.999,20.751,0.038,19.308,0.017,18.711,0.014,18.373,0.038
1275,114.566233,21.55863659,18.602,0.013,17.274,0.014,16.748,0.007,16.556,0.019,16.484,0.01
1857,114.5663166,21.61108778,21.069,0.083,19.014,0.014,18.239,0.012,17.943,0.02,17.778,0.024
2533,114.5663167,21.69357579,19.261,0.029,17.891,0.006,17.395,0.009,17.231,0.008,17.159,0.016
1674,114.5666302,21.59386377,99.999,9.999,21.77,0.07,20.387,0.026,19.66,0.029,19.312,0.057
1263,114.5666589,21.55803351,99.999,9.999,22.439,0.14,21.229,0.059,20.356,0.047,19.84,0.083
822,114.5669125,21.52865398,17.832,0.012,16.684,0.015,16.315,0.012,16.204,0.011,16.179,0.01
243,114.5669136,21.47053907,99.999,9.999,23.151,0.251,21.879,0.17,20.836,0.112,20.291,0.114
1018,114.5671249,21.54195482,18.874,0.017,17.552,0.016,17.054,0.011,16.898,0.016,16.843,0.014
758,114.5672473,21.52199697,22.746,0.364,20.425,0.024,19.071,0.02,18.532,0.018,18.144,0.027
2916,114.5673356,21.7477355,99.999,9.999,23.407,0.231,22.268,0.128,20.676,0.052,19.757,0.088
1604,114.5674729,21.5878466,22.649,0.366,20.031,0.019,18.963,0.014,18.617,0.094,18.288,0.025
773,114.5675487,21.52354587,99.999,9.999,21.205,0.048,19.872,0.023,19.16,0.027,18.889,0.039
1081,114.5675873,21.54672185,99.999,9.999,20.881,0.036,19.509,0.021,18.585,0.019,18.018,0.022
1209,114.5677394,21.55599766,22.695,0.306,21.298,0.051,19.909,0.022,19.128,0.022,18.675,0.03
2258,114.5677435,21.65853874,21.343,0.107,19.371,0.013,18.426,0.013,18.047,0.013,17.788,0.023
1910,114.5678034,21.61847116,21.912,0.168,19.556,0.017,18.629,0.012,18.277,0.013,18.113,0.023
912,114.5681638,21.53555011,99.999,9.999,22.828,0.162,21.224,0.054,20.392,0.032,19.913,0.101
1473,114.5681933,21.57631146,22.297,0.259,20.055,0.022,19.047,0.037,18.6,0.017,18.314,0.028
1466,114.5682039,21.57576859,19.201,0.021,17.803,0.015,17.231,0.02,17.09,0.021,17.031,0.017
517,114.5683925,21.49875486,99.999,9.999,20.967,0.034,19.587,0.023,19.114,0.018,18.746,0.046
2894,114.5684868,21.74567691,99.999,9.999,22.836,0.171,21.802,0.114,20.824,0.055,20.165,0.094
495,114.5685699,21.49665731,99.999,9.999,20.674,0.031,19.408,0.022,18.922,0.02,18.624,0.041
855,114.5686171,21.533029,15.806,0.006,14.494,0.011,99.999,9.999,99.999,9.999,13.84,0.011
1304,114.5686284,21.56288054,99.999,9.999,20.56,0.024,19.37,0.017,18.89,0.023,18.649,0.035
2078,114.5687715,21.63875688,99.999,9.999,22.724,0.19,21.506,0.068,20.511,0.049,19.887,0.073
564,114.5688831,21.50497493,18.807,0.017,17.497,0.01,17.01,0.016,16.848,0.014,16.789,0.015
1936,114.568952,21.62262758,14.291,0.004,99.999,9.999,99.999,9.999,99.999,9.999,13.009,0.007
2545,114.5690191,21.69808978,99.999,9.999,23.224,0.242,22.089,0.121,21.019,0.047,20.248,0.123
797,114.5690289,21.52759914,21.327,0.106,19.289,0.017,18.426,0.015,18.105,0.015,17.941,0.02
1786,114.5690623,21.60693421,99.999,9.999,22.297,0.102,20.976,0.037,20.202,0.038,19.68,0.071
2643,114.5691385,21.71159297,99.999,9.999,22.005,0.078,20.479,0.028,19.686,0.035,19.348,0.058
2347,114.5691506,21.67320172,18.842,0.02,17.257,0.006,16.67,0.008,16.481,0.011,16.396,0.015
1166,114.5692618,21.55423152,21.169,0.105,19.59,0.016,18.961,0.015,18.702,0.022,18.564,0.037
2893,114.5693377,21.74646793,99.999,9.999,22.993,0.227,22.045,0.121,21.558,0.093,20.651,0.171
2563,114.5693486,21.70063807,99.999,9.999,22.465,0.108,21.165,0.055,20.177,0.037,19.659,0.085
109,114.5693901,21.45823565,19.18,0.028,18.098,0.011,17.74,0.015,17.586,0.018,17.603,0.027
2720,114.5695486,21.72298122,22.301,0.271,19.335,0.017,17.989,0.008,17.412,0.009,17.099,0.018
940,114.569602,21.53922438,22.434,0.264,20.367,0.022,19.153,0.016,18.683,0.018,18.41,0.027
1282,114.5696686,21.56271903,99.999,9.999,23.33,0.236,21.796,0.108,20.834,0.056,20.479,0.13
1324,114.5697032,21.56595223,16.848,0.008,15.755,0.015,15.506,0.005,15.44,0.021,15.448,0.01
1456,114.5697358,21.57645836,99.999,9.999,23.443,0.345,21.729,0.101,20.723,0.047,20.181,0.124
561,114.5697422,21.50549036,21.412,0.108,19.33,0.015,18.483,0.014,18.174,0.012,17.994,0.02
842,114.569878,21.53306872,99.999,9.999,22.373,0.132,21.131,0.056,20.25,0.034,19.689,0.067
3016,114.5699254,21.76263147,21.669,0.156,20.013,0.02,19.367,0.017,19.127,0.02,19.007,0.042
1653,114.5699466,21.59484237,21.217,0.105,19.139,0.016,18.314,0.013,18.006,0.018,17.811,0.021
340,114.5699848,21.48429692,99.999,9.999,21.561,0.055,20.124,0.028,19.316,0.02,18.841,0.047
1782,114.5700779,21.60773455,21.871,0.253,19.147,0.05,17.574,0.021,16.952,0.024,16.77,0.032
1783,114.5702073,21.60791421,19.042,0.022,16.804,0.008,15.938,0.006,15.64,0.013,15.389,0.009
849,114.5703376,21.53422423,22.366,0.278,19.854,0.022,18.841,0.016,18.395,0.027,18.254,0.03
2522,114.5704625,21.69605671,99.999,9.999,23.517,0.324,21.743,0.077,20.731,0.037,20.284,0.113
1126,114.5705597,21.55276727,99.999,9.999,21.334,0.05,19.9,0.024,19.21,0.026,18.834,0.045
1225,114.5706681,21.55955512,99.999,9.999,21.736,0.072,20.299,0.026,19.645,0.024,19.242,0.042
1025,114.570739,21.54583152,99.999,9.999,23.298,0.232,22.48,0.197,21.188,0.07,20.599,0.169
1713,114.5709291,21.60226156,21.331,0.103,19.301,0.016,18.449,0.011,18.131,0.015,17.969,0.024
2426,114.570972,21.68457073,22.562,0.305,20.706,0.026,19.472,0.018,18.999,0.016,18.713,0.038
1755,114.5710991,21.60613576,18.827,0.019,17.485,0.011,17.005,0.008,16.829,0.017,16.732,0.014
984,114.5712501,21.54347259,16.226,0.006,15.109,0.017,14.89,0.009,14.843,0.016,14.858,0.011
454,114.5713706,21.4956324,99.999,9.999,23.058,0.249,21.333,0.059,20.214,0.042,19.493,0.059
2759,114.571387,21.729506,19.641,0.036,18.371,0.008,17.93,0.008,17.779,0.01,17.716,0.024
2153,114.5714044,21.65115768,18.612,0.016,17.405,0.007,16.96,0.013,16.801,0.014,16.735,0.016
1903,114.571479,21.62123338,99.999,9.999,22.627,0.149,21.214,0.066,20.372,0.043,19.851,0.094
1453,114.5716143,21.5780712,20.412,0.049,18.463,0.013,17.635,0.007,17.331,0.02,17.156,0.018
2249,114.5716432,21.66100602,16.855,0.009,15.501,0.004,15.034,0.009,14.883,0.012,14.843,0.013
449,114.5717215,21.49548965,99.999,9.999,21.869,0.076,20.496,0.035,19.78,0.031,19.338,0.058
2220,114.5718537,21.65902856,20.277,0.037,18.576,0.009,17.894,0.012,17.643,0.013,17.522,0.022
3000,114.5720435,21.76268662,22.739,0.344,21.311,0.043,20.868,0.035,20.566,0.048,20.466,0.156
1337,114.5720983,21.56939541,16.453,0.005,15.332,0.017,15.112,0.004,15.053,0.021,15.075,0.029
1768,114.572323,21.60835214,99.999,9.999,21.19,0.038,19.613,0.016,18.679,0.017,18.187,0.029
1760,114.5723682,21.60769096,99.999,9.999,21.671,0.056,20.495,0.035,19.904,0.028,19.583,0.057
1179,114.5724451,21.55867338,20.269,0.041,18.474,0.011,17.815,0.011,17.575,0.018,17.439,0.015
743,114.5724535,21.5255387,99.999,9.999,22.597,0.126,21.334,0.065,20.25,0.046,19.519,0.056
236,114.5725667,21.4750991,18.466,0.016,17.203,0.011,16.744,0.018,16.621,0.009,16.573,0.013
2871,114.5726633,21.74713737,99.999,9.999,21.494,0.09,21.02,0.102,20.736,0.125,20.491,0.179
110,114.5726694,21.46154816,18.634,0.024,16.958,0.077,16.454,0.07,16.367,0.067,16.379,0.071
1009,114.5728655,21.54682631,99.999,9.999,20.209,0.022,19.117,0.021,18.678,0.018,18.481,0.03
2086,114.5729325,21.64359206,99.999,9.999,23.556,0.316,21.895,0.1,20.825,0.061,20.244,0.135
1578,114.5729356,21.59108363,99.999,9.999,23.291,0.284,21.675,0.104,20.744,0.048,20.681,0.192
1287,114.573008,21.56611035,99.999,9.999,22.724,0.147,21.35,0.067,20.118,0.031,19.54,0.057
1256,114.5732396,21.56401022,99.999,9.999,22.785,0.167,21.388,0.064,19.983,0.03,19.222,0.051
2922,114.5732825,21.75393925,19.793,0.037,18.849,0.011,18.544,0.01,18.445,0.014,18.367,0.04
1319,114.5733978,21.56908939,21.649,0.131,20.456,0.029,19.962,0.02,19.844,0.027,19.741,0.073
2198,114.5734569,21.65880139,99.999,9.999,22.926,0.216,21.793,0.085,21.232,0.08,21.192,0.264
2738,114.5734731,21.7289288,99.999,9.999,22.119,0.099,20.889,0.051,20.023,0.033,19.708,0.07
1059,114.5735738,21.5514656,21.74,0.138,19.583,0.018,18.652,0.013,18.3,0.017,18.114,0.024
2547,114.5736434,21.70277496,99.999,9.999,22.034,0.075,20.57,0.038,19.818,0.025,19.29,0.042
537,114.5736972,21.50608773,99.999,9.999,22.872,0.167,21.614,0.081,20.857,0.063,20.752,0.235
2604,114.5738876,21.70987802,99.999,9.999,23.582,0.293,21.915,0.101,21.026,0.053,20.673,0.155
979,114.5739225,21.54571905,16.023,0.005,14.887,0.016,14.668,0.007,14.627,0.017,14.632,0.01
2462,114.5739318,21.69173084,17.115,0.008,15.995,0.006,15.7,0.009,15.62,0.031,15.611,0.011
1641,114.5739396,21.59739393,17.168,0.008,16.057,0.013,15.779,0.008,15.702,0.021,15.686,0.007
2184,114.5740138,21.65763212,99.999,9.999,99.999,9.999,99.999,9.999,21.497,0.095,20.466,0.172
1728,114.5740246,21.60647906,21.68,0.172,19.64,0.015,18.688,0.015,18.348,0.015,18.13,0.025
396,114.5740367,21.49237599,19.77,0.035,18.525,0.011,18.094,0.015,17.954,0.013,17.897,0.017
179,114.5741869,21.47074861,99.999,9.999,99.999,9.999,21.925,0.143,21.296,0.093,21.149,0.281
899,114.574241,21.54073789,20.677,0.061,19.588,0.016,19.132,0.014,18.935,0.019,18.901,0.044
1363,114.5742884,21.57290228,22.572,0.306,20.427,0.023,19.248,0.017,18.767,0.023,18.493,0.035
348,114.5743199,21.48887157,23.026,0.394,21.504,0.059,20.106,0.03,18.961,0.021,18.381,0.031
1031,114.5743386,21.54966632,17.799,0.011,16.661,0.012,16.299,0.008,16.195,0.017,16.165,0.01
1127,114.5743927,21.5566169,15.625,0.006,14.502,0.014,14.277,0.008,14.219,0.02,14.239,0.008
823,114.5746742,21.53620931,18.067,0.012,16.886,0.017,16.464,0.017,16.357,0.019,16.335,0.014
1758,114.574824,21.60992847,99.999,9.999,23.487,0.362,22.014,0.112,21.145,0.058,21.222,0.215
2081,114.5749546,21.64511962,99.999,9.999,23.069,0.222,21.637,0.098,20.567,0.069,20.172,0.134
1465,114.5749781,21.58227881,99.999,9.999,23.531,0.334,21.777,0.1,20.785,0.087,20.088,0.111
1189,114.5750339,21.56156301,16.879,0.007,15.651,0.014,15.237,0.006,15.091,0.02,15.049,0.009
808,114.5750722,21.53467373,20.623,0.065,17.893,0.102,16.827,0.304,16.64,0.108,17.134,0.016
2484,114.5750998,21.69621296,99.999,9.999,21.326,0.042,19.832,0.021,18.845,0.028,18.306,0.027
2011,114.5751247,21.6376435,18.352,0.015,17.154,0.013,16.74,0.009,16.611,0.024,16.561,0.012
1945,114.5752193,21.63033564,17.07,0.009,15.591,0.01,15.021,0.009,14.825,0.024,14.731,0.008
2924,114.5752345,21.75615584,99.999,9.999,21.385,0.038,20.887,0.034,20.604,0.041,20.211,0.102
1052,114.5754225,21.55223789,99.999,9.999,99.999,9.999,22.092,0.114,21.343,0.076,20.644,0.189
186,114.5755172,21.47267982,16.382,0.008,15.266,0.013,15.021,0.017,14.967,0.007,14.99,0.012
1036,114.575528,21.55121755,19.021,0.018,17.933,0.015,17.584,0.01,17.478,0.019,17.466,0.017
1490,114.575628,21.58570876,19.75,0.029,18.168,0.013,17.583,0.008,17.36,0.022,17.247,0.014
1150,114.5757362,21.55948414,21.618,0.13,19.535,0.015,18.585,0.011,18.274,0.016,18.102,0.026
2026,114.575738,21.64009117,18.166,0.013,16.967,0.011,16.558,0.01,16.433,0.023,16.401,0.013
1898,114.5757679,21.62495555,99.999,9.999,22.931,0.168,21.521,0.075,20.68,0.045,19.872,0.082
802,114.5759592,21.53512497,15.181,0.005,99.999,9.999,99.999,9.999,99.999,9.999,11.92,0.006
1322,114.5760037,21.57194604,21.375,0.094,19.233,0.014,18.387,0.008,18.088,0.019,17.916,0.02
1775,114.5762297,21.61283683,99.999,9.999,22.017,0.091,20.44,0.031,19.693,0.023,19.164,0.05
1186,114.5763417,21.56259834,99.999,9.999,23.229,0.246,22.085,0.117,21.451,0.083,21.008,0.285
1457,114.5764532,21.58303017,18.49,0.015,17.219,0.014,16.775,0.007,16.661,0.024,16.567,0.014
2536,114.5767446,21.7038503,20.124,0.039,18.343,0.009,17.672,0.01,17.433,0.029,17.359,0.017
2786,114.5767506,21.7400102,99.999,9.999,22.083,0.084,20.654,0.034,19.679,0.022,19.163,0.048
3069,114.5767958,21.7771133,22.29,0.235,22.195,0.1,21.216,0.064,20.959,0.065,21.07,0.287
644,114.576917,21.51841279,99.999,9.999,21.174,0.045,19.762,0.025,19.057,0.02,18.641,0.038
1666,114.5769659,21.60333863,99.999,9.999,21.644,0.067,20.221,0.022,19.466,0.022,18.992,0.047
1971,114.5770882,21.63564678,99.999,9.999,23.314,0.248,21.885,0.105,21.024,0.053,20.42,0.118
1865,114.577166,21.62239551,99.999,9.999,22.742,0.145,21.251,0.065,20.388,0.03,19.976,0.086
2193,114.5772236,21.66185147,99.999,9.999,22.927,0.165,21.807,0.072,21.44,0.085,99.999,9.999
2432,114.577363,21.69157215,99.999,9.999,20.728,0.03,19.466,0.02,18.926,0.016,18.628,0.042
1943,114.5773644,21.63173864,99.999,9.999,22.009,0.077,20.623,0.038,19.876,0.03,19.467,0.078
693,114.5773659,21.52462043,21.595,0.108,19.469,0.018,18.568,0.018,18.237,0.015,18.018,0.023
1183,114.5773828,21.56349185,17.407,0.009,16.283,0.015,15.963,0.007,15.876,0.02,15.868,0.009
2195,114.5775024,21.66252228,22.337,0.24,19.962,0.016,18.951,0.017,18.543,0.016,18.36,0.034
2116,114.577504,21.65236361,99.999,9.999,21,0.037,19.675,0.019,19.12,0.021,18.83,0.04
1908,114.5775165,21.62746732,99.999,9.999,21.708,0.067,20.184,0.023,19.355,0.026,18.937,0.048
1441,114.5775504,21.58277952,15.244,0.005,14.064,0.011,99.999,9.999,99.999,9.999,13.672,0.015
572,114.5776435,21.51420179,99.999,9.999,22.717,0.151,21.44,0.068,20.803,0.061,20.45,0.182
317,114.5777549,21.48911742,99.999,9.999,20.937,0.037,19.485,0.019,18.752,0.015,18.339,0.033
1096,114.5778408,21.55781331,99.999,9.999,20.395,0.023,19.126,0.018,18.556,0.015,18.272,0.029
1701,114.5779151,21.60769907,22.513,0.263,22.419,0.106,20.967,0.044,20.213,0.033,19.653,0.083
1323,114.578008,21.57394194,22.484,0.261,20.66,0.029,19.428,0.016,18.927,0.019,18.685,0.04
1120,114.5780593,21.55933151,20.113,0.052,18.306,0.016,17.512,0.01,17.237,0.016,17.08,0.013
1124,114.578198,21.56004914,16.444,0.006,15.318,0.016,15.078,0.007,15.025,0.019,15.021,0.01
2548,114.5782305,21.70726855,22.49,0.339,19.607,0.016,18.391,0.017,17.89,0.011,17.584,0.02
1464,114.5782549,21.58538277,99.999,9.999,23.242,0.257,21.611,0.076,20.85,0.064,20.35,0.153
2055,114.578269,21.64538364,99.999,9.999,21.375,0.049,20.002,0.023,19.468,0.026,19.131,0.057
1488,114.5782909,21.58803157,99.999,9.999,21.757,0.078,20.368,0.027,19.682,0.026,19.284,0.047
1539,114.5782914,21.59264296,16.245,0.007,15.123,0.014,14.91,0.009,14.869,0.02,14.872,0.007
1438,114.5783153,21.58315051,99.999,9.999,20.68,0.056,18.284,0.34,18.476,0.122,18.816,0.061
2553,114.5783431,21.70780343,99.999,9.999,22.961,0.195,21.316,0.112,20.362,0.105,19.776,0.094
943,114.5783449,21.54787282,99.999,9.999,21.045,0.037,19.633,0.02,18.771,0.015,18.311,0.027
1307,114.5783494,21.57263619,22.529,0.29,20.173,0.021,19.067,0.011,18.679,0.02,18.497,0.034
1756,114.5783496,21.6132288,99.999,9.999,22.495,0.137,21.2,0.047,20.354,0.051,19.948,0.093
2379,114.5784677,21.68543153,99.999,9.999,22.295,0.1,20.816,0.084,20.338,0.103,19.735,0.086
2967,114.5785243,21.76496846,99.999,9.999,21.626,0.056,20.195,0.025,19.355,0.019,18.914,0.039
847,114.5785407,21.54204961,18.938,0.015,17.577,0.014,17.091,0.011,16.967,0.019,16.872,0.014
2080,114.5786836,21.64861261,17.421,0.01,16.3,0.007,15.989,0.011,15.879,0.013,15.874,0.012
1284,114.5788066,21.57167114,20.353,0.047,18.551,0.014,17.877,0.009,17.649,0.017,17.52,0.02
2109,114.5789233,21.65286495,21.191,0.086,19.23,0.011,18.558,0.013,18.326,0.013,18.213,0.031
2439,114.5789793,21.69352293,99.999,9.999,99.999,9.999,22.264,0.126,21.106,0.052,20.406,0.157
2525,114.5790085,21.70446982,99.999,9.999,23.152,0.169,21.565,0.083,20.77,0.044,20.112,0.112
1682,114.5790635,21.6065953,22.652,0.338,21.335,0.039,19.958,0.022,19.34,0.024,19.019,0.051
2175,114.5790812,21.66141688,99.999,9.999,23.306,0.25,21.534,0.07,20.52,0.048,19.877,0.103
1391,114.5792003,21.58016171,16.261,0.006,15.139,0.017,14.935,0.007,14.883,0.029,14.892,0.008
2566,114.5792306,21.71046324,99.999,9.999,23.123,0.192,21.993,0.102,21.433,0.089,21.118,0.289
2158,114.5792725,21.65922189,99.999,9.999,22.988,0.194,22.274,0.148,20.922,0.047,20.045,0.121
2598,114.5795033,21.71446206,99.999,9.999,23.339,0.233,22.118,0.142,20.824,0.056,20.245,0.098
2392,114.5795773,21.68836554,99.999,9.999,23.138,0.178,21.568,0.071,20.737,0.05,20.433,0.136
1378,114.5796003,21.57938977,15.42,0.005,14.229,0.013,99.999,9.999,99.999,9.999,14.035,0.015
373,114.5796525,21.49604859,99.999,9.999,22.947,0.195,21.599,0.091,20.875,0.067,20.305,0.112
1079,114.5799495,21.55860775,21.56,0.124,19.184,0.018,18.125,0.013,17.746,0.015,17.522,0.018
12,114.5799694,21.45729775,99.999,9.999,21.232,0.043,20.288,0.045,19.975,0.035,19.618,0.079
2773,114.5800909,21.74075548,99.999,9.999,22.821,0.135,21.445,0.074,20.034,0.03,19.27,0.054
2077,114.5802384,21.64962614,99.999,9.999,22.66,0.139,21.299,0.058,20.274,0.035,19.797,0.078
571,114.5802411,21.51667864,22.565,0.308,22.367,0.118,22.251,0.136,21.683,0.12,20.978,0.23
1549,114.5802517,21.59545577,22.798,0.4,20.734,0.031,19.334,0.019,18.721,0.018,18.355,0.026
2134,114.5802801,21.65732788,22.666,0.295,21.746,0.075,20.427,0.063,19.956,0.08,19.484,0.095
1535,114.5804356,21.59446998,99.999,9.999,21.915,0.061,20.47,0.027,19.788,0.023,19.425,0.06
2686,114.580444,21.72832504,99.999,9.999,21.571,0.061,20.159,0.025,19.472,0.027,19.159,0.056
1484,114.5804619,21.58952504,15.188,0.004,99.999,9.999,99.999,9.999,99.999,9.999,13.741,0.007
1509,114.5804993,21.59243692,17.526,0.01,16.381,0.011,16.053,0.01,15.965,0.021,15.944,0.009
1574,114.5806794,21.5981704,18.484,0.015,17.038,0.009,16.515,0.01,16.339,0.015,16.248,0.01
38,114.5807373,21.4613432,99.999,9.999,23.013,0.239,21.635,0.135,20.498,0.049,20.035,0.097
2478,114.5808271,21.70073149,17.706,0.011,16.326,0.005,15.857,0.006,15.715,0.005,15.658,0.013
2260,114.5809057,21.67142746,99.999,9.999,23.048,0.207,21.386,0.061,20.363,0.031,19.712,0.079
2903,114.5809623,21.75899827,99.999,9.999,99.999,9.999,22.788,0.267,21.628,0.086,21.204,0.326
2516,114.5811051,21.70570002,99.999,9.999,23.292,0.269,21.646,0.089,20.995,0.066,20.71,0.16
1198,114.5811072,21.5678609,21.734,0.157,19.478,0.015,18.552,0.012,18.231,0.019,18.094,0.025
299,114.5811158,21.49056345,99.999,9.999,23.055,0.218,21.545,0.069,21.05,0.071,20.808,0.223
425,114.5812522,21.50194039,17.232,0.009,16.067,0.014,15.705,0.018,15.609,0.006,15.574,0.009
551,114.5813005,21.51498158,99.999,9.999,23.722,0.31,22.253,0.115,21.151,0.088,20.783,0.223
2914,114.5813116,21.76112301,99.999,9.999,21.596,0.06,20.595,0.036,20.242,0.032,20.088,0.111
2993,114.581398,21.77041834,17.156,0.019,15.994,0.005,15.679,0.006,15.577,0.013,15.547,0.021
1790,114.5815076,21.61934515,20.623,0.054,18.231,0.011,17.119,0.008,16.705,0.018,16.448,0.011
2975,114.5817645,21.768722,18.502,0.017,16.329,0.008,15.422,0.005,15.082,0.013,14.895,0.019
1475,114.5817834,21.58970033,16.672,0.008,15.576,0.014,15.326,0.024,15.294,0.02,15.28,0.009
2972,114.5818013,21.76840087,99.999,9.999,20.729,0.147,19.837,0.087,18.837,0.053,17.937,0.064
879,114.5818714,21.54695089,20.172,0.044,18.925,0.013,18.422,0.01,18.252,0.019,18.225,0.032
1132,114.5820219,21.56423156,18.381,0.016,17.146,0.014,16.724,0.007,16.587,0.02,16.55,0.012
591,114.5820583,21.51971271,16.907,0.009,15.793,0.017,15.529,0.016,15.461,0.01,15.463,0.007
183,114.5821168,21.47877519,22.396,0.256,21.295,0.101,20.37,0.111,20.015,0.128,19.794,0.134
864,114.5821424,21.54660871,22.785,0.355,20.398,0.031,19.176,0.017,18.569,0.018,18.229,0.027
1730,114.5822027,21.61458122,16.496,0.008,14.737,0.005,99.999,9.999,99.999,9.999,13.693,0.008
1559,114.5822222,21.59850885,15.89,0.006,14.772,0.012,14.551,0.011,14.502,0.016,14.514,0.007
374,114.5823591,21.4987074,22.52,0.289,21.118,0.044,20.633,0.037,20.449,0.046,20.471,0.148
1586,114.5824873,21.60103658,21.086,0.09,19.057,0.013,18.277,0.011,17.995,0.016,17.839,0.016
1098,114.5825676,21.56246493,99.999,9.999,21.549,0.061,20.256,0.025,18.887,0.019,18.151,0.023
914,114.5825759,21.54967744,21.085,0.085,18.967,0.015,18.203,0.011,17.926,0.016,17.77,0.021
974,114.5826241,21.55365852,19.809,0.034,17.982,0.011,17.262,0.01,17.023,0.015,16.896,0.012
1180,114.5826833,21.56861308,99.999,9.999,99.999,9.999,22.072,0.135,21.003,0.057,20.315,0.129
231,114.5826866,21.48450673,99.999,9.999,20.56,0.026,19.116,0.019,18.302,0.017,17.851,0.021
1353,114.5827458,21.58053709,22.293,0.261,19.718,0.02,18.537,0.011,18.048,0.018,17.943,0.041
2830,114.5828839,21.75184782,99.999,9.999,21.253,0.042,20.62,0.037,20.421,0.045,20.306,0.146
599,114.5830559,21.52128974,19.117,0.019,17.66,0.013,17.101,0.017,16.905,0.011,16.803,0.014
3001,114.5830626,21.77344047,19.495,0.033,17.911,0.013,17.307,0.01,17.021,0.026,16.953,0.025
1736,114.5832582,21.61650619,19.907,0.033,18.252,0.011,17.564,0.01,17.306,0.019,17.157,0.017
2746,114.5832736,21.73909042,21.574,0.137,20.229,0.023,19.837,0.02,19.654,0.021,19.669,0.077
1553,114.5832944,21.59913358,99.999,9.999,22.933,0.197,21.683,0.109,20.699,0.056,20.164,0.12
1230,114.5834311,21.57225919,18.767,0.014,17.48,0.01,17.013,0.007,16.861,0.026,16.793,0.013
44,114.5834353,21.46459742,16.955,0.014,14.081,0.008,99.999,9.999,99.999,9.999,12.285,0.018
1050,114.583531,21.5600694,21.111,0.078,19.213,0.014,18.348,0.01,18.014,0.021,17.826,0.021
1351,114.5835731,21.58130426,18.281,0.013,17.061,0.013,16.643,0.007,16.522,0.022,16.645,0.038
