DAOPHOTID,RA,DEC,u,uError,g,gError,r,rError,i,iError,z,zError
3024,114.2995012,21.5005367,21.789,0.162,19.277,0.03,17.91,0.052,16.84,0.038,16.29,0.03
3063,114.3023414,21.51018231,21.88,0.145,21.184,0.08,20.467,0.087,20.239,0.099,19.847,0.13
2918,114.3086166,21.49664377,99.999,9.999,22.733,0.185,21.249,0.082,20.761,0.085,20.329,0.142
2997,114.3102441,21.50795888,99.999,9.999,23.318,0.353,21.612,0.079,21.088,0.084,20.826,0.294
2986,114.3143434,21.51033756,22.589,0.31,21.681,0.075,20.913,0.084,20.728,0.125,20.381,0.202
2862,114.3146944,21.49556595,99.999,9.999,20.484,0.034,19.364,0.036,18.951,0.048,18.758,0.053
2872,114.3172046,21.49910451,99.999,9.999,21.815,0.085,20.34,0.054,19.802,0.075,19.41,0.079
2803,114.3181231,21.49115435,99.999,9.999,22.225,0.112,20.413,0.076,19.902,0.112,19.445,0.085
2921,114.3190806,21.50704954,21.867,0.142,20.288,0.027,19.7,0.04,19.528,0.042,19.447,0.067
2982,114.3206197,21.51606751,20.183,0.036,18.393,0.016,17.733,0.036,17.485,0.032,17.341,0.026
2685,114.3241955,21.47890554,99.999,9.999,23.064,0.211,21.811,0.094,21.221,0.081,20.396,0.161
2695,114.3264058,21.48262802,99.999,9.999,23.036,0.193,22.032,0.126,21.746,0.101,99.999,9.999
2726,114.326915,21.4876554,99.999,9.999,21.675,0.058,21.026,0.058,20.886,0.076,20.758,0.215
2856,114.3272423,21.50721435,18.646,0.018,16.502,0.014,15.623,0.038,15.302,0.044,15.139,0.031
3061,114.3275125,21.53457612,19.574,0.026,18.429,0.012,18.027,0.031,17.877,0.025,17.813,0.023
2828,114.3283434,21.50458748,99.999,9.999,23.079,0.196,21.339,0.065,20.798,0.061,20.439,0.172
3015,114.3286897,21.52842936,16.156,0.011,15.012,0.009,14.794,0.035,14.766,0.027,14.767,0.025
2735,114.3292271,21.49151294,99.999,9.999,22.13,0.111,20.763,0.09,20.274,0.107,19.919,0.1
2699,114.3293938,21.48609734,21.695,0.131,20.783,0.071,20.174,0.083,19.957,0.1,19.777,0.086
2680,114.3293994,21.48361481,99.999,9.999,20.267,0.035,18.877,0.046,18.24,0.036,17.843,0.035
2603,114.3305661,21.47326804,20.956,0.075,19.021,0.024,18.195,0.053,17.868,0.04,17.71,0.037
3070,114.3316044,21.53945775,99.999,9.999,22.349,0.116,20.679,0.043,19.6,0.034,19.213,0.1
2961,114.3318758,21.52473311,99.999,9.999,22.208,0.116,20.751,0.051,19.702,0.031,19.106,0.056
2820,114.333034,21.50804694,99.999,9.999,20.927,0.04,19.897,0.032,19.497,0.039,19.292,0.062
2849,114.3344566,21.51314534,19.959,0.031,18.96,0.016,18.639,0.031,18.555,0.033,18.543,0.035
2991,114.3348815,21.53075728,99.999,9.999,22.847,0.152,21.473,0.075,20.314,0.031,19.701,0.076
2941,114.3350659,21.52534648,22.559,0.34,19.976,0.024,18.859,0.026,18.434,0.033,18.139,0.031
2860,114.3352326,21.51529358,99.999,9.999,22.206,0.12,21.43,0.059,21.213,0.076,21.188,0.331
2658,114.3353761,21.48608411,99.999,9.999,99.999,9.999,21.784,0.114,20.837,0.096,20,0.118
2768,114.337744,21.50432657,99.999,9.999,22.407,0.113,21.672,0.085,21.475,0.083,21.2,0.278
2935,114.338463,21.52776817,21.423,0.113,20.233,0.023,19.894,0.032,19.748,0.035,19.628,0.075
3027,114.3387871,21.53894971,99.999,9.999,22.55,0.134,21.069,0.052,20.449,0.043,20.197,0.088
2730,114.3399531,21.50128917,99.999,9.999,23.541,0.364,21.884,0.115,21.092,0.064,20.757,0.209
2714,114.3400048,21.49925435,22.871,0.361,19.72,0.023,18.339,0.033,17.7,0.042,17.358,0.021
2769,114.3404239,21.50695218,18.869,0.017,17.107,0.014,16.43,0.037,16.198,0.033,16.067,0.02
2855,114.3413745,21.52092152,99.999,9.999,22.537,0.141,20.99,0.062,20.559,0.083,20.058,0.122
2637,114.341864,21.49012291,99.999,9.999,22.534,0.149,20.815,0.066,20.169,0.067,19.732,0.089
2565,114.3450092,21.48289282,99.999,9.999,22.467,0.154,20.814,0.058,20.025,0.042,19.535,0.061
2840,114.3453097,21.52287862,20.368,0.044,18.296,0.009,17.429,0.028,17.11,0.032,16.934,0.023
2866,114.345881,21.52668161,22.688,0.351,20.899,0.073,19.496,0.091,18.961,0.109,18.673,0.093
2437,114.3460062,21.46711309,99.999,9.999,23.488,0.324,22.265,0.17,20.731,0.049,19.818,0.102
2353,114.3467996,21.45838285,21.015,0.071,19.671,0.023,19.129,0.051,18.961,0.049,18.918,0.058
2413,114.3474015,21.46564106,20.532,0.051,18.727,0.02,17.971,0.05,17.677,0.057,17.536,0.041
2767,114.3474125,21.5137198,18.62,0.014,17.394,0.008,16.96,0.034,16.815,0.03,16.741,0.016
2879,114.3480171,21.5300685,22.674,0.301,20.133,0.018,18.978,0.028,18.495,0.02,18.27,0.03
2574,114.3480213,21.48681339,99.999,9.999,22.445,0.149,20.946,0.102,20.349,0.121,19.7,0.096
2489,114.3483722,21.47647431,19.807,0.029,18.205,0.017,17.62,0.045,17.385,0.039,17.277,0.029
2925,114.3499105,21.53763783,99.999,9.999,22.452,0.124,21.051,0.052,20.203,0.031,19.647,0.072
2513,114.3507247,21.48181922,99.999,9.999,22.979,0.187,21.823,0.097,21.622,0.103,21.376,0.334
2280,114.3523694,21.45225159,20.442,0.047,19.33,0.015,99.999,9.999,99.999,9.999,18.854,0.061
2311,114.3524868,21.45764544,18.269,0.013,16.626,0.018,16.041,0.058,15.818,0.044,15.756,0.037
2332,114.3526859,21.46144485,99.999,9.999,22.806,0.175,21.91,0.131,20.93,0.05,20.609,0.159
2615,114.3530914,21.49755706,99.999,9.999,23.321,0.286,22.117,0.128,20.605,0.045,19.867,0.103
2847,114.3531513,21.53114344,99.999,9.999,99.999,9.999,22.054,0.13,20.933,0.058,20.363,0.108
2504,114.3532138,21.48250457,99.999,9.999,99.999,9.999,22.433,0.178,20.933,0.045,20.076,0.119
2946,114.3537168,21.54395008,22.31,0.198,20.762,0.031,19.984,0.029,19.668,0.035,19.34,0.066
2939,114.3539625,21.54352504,99.999,9.999,21.336,0.054,20.084,0.061,19.637,0.068,19.228,0.068
2502,114.3540814,21.48328488,99.999,9.999,23.568,0.344,22.691,0.223,21.203,0.074,20.25,0.125
3036,114.354177,21.5556476,22.576,0.317,21.033,0.097,19.846,0.104,19.317,0.111,18.986,0.094
2251,114.3544336,21.45050696,19.924,0.036,17.68,0.016,99.999,9.999,16.419,0.357,16.099,0.044
2272,114.3545521,21.45304889,17.945,0.014,16.452,0.02,15.892,0.063,15.659,0.042,15.587,0.037
2851,114.3549956,21.53369734,21.854,0.172,19.396,0.016,18.015,0.016,16.656,0.025,15.912,0.012
2656,114.3554111,21.50536772,99.999,9.999,21.099,0.044,19.812,0.036,18.612,0.032,17.942,0.023
2495,114.3557502,21.48441564,16.206,0.008,14.615,0.009,99.999,9.999,99.999,9.999,13.65,0.026
2361,114.3559346,21.46825513,99.999,9.999,99.999,9.999,22.141,0.135,21.125,0.07,20.502,0.168
2617,114.3560443,21.50072316,19.162,0.023,17.404,0.012,16.71,0.033,16.438,0.037,16.313,0.019
3046,114.3565656,21.5608109,99.999,9.999,22.29,0.087,20.759,0.036,19.775,0.031,19.175,0.06
2663,114.3570373,21.50759262,21.947,0.165,20.791,0.071,20.448,0.093,20.288,0.11,20.074,0.147
3014,114.3571776,21.55602951,99.999,9.999,22.172,0.093,20.907,0.043,20.344,0.037,20.123,0.141
2910,114.3576128,21.54315127,22.076,0.215,21.086,0.038,20.567,0.034,20.315,0.035,20.298,0.122
2531,114.3576526,21.49034286,18.699,0.014,17.275,0.012,16.74,0.043,16.548,0.036,16.461,0.022
2641,114.3584201,21.50679112,99.999,9.999,23.483,0.275,21.968,0.128,20.615,0.06,19.713,0.076
2355,114.358621,21.4699379,14.845,0.01,99.999,9.999,99.999,9.999,99.999,9.999,12.387,0.018
2999,114.3588632,21.55552958,19.963,0.035,18.308,0.01,17.682,0.01,17.433,0.022,17.367,0.017
2639,114.3589363,21.50685734,99.999,9.999,23.703,0.315,22.084,0.119,21.186,0.087,20.558,0.182
2761,114.3590952,21.52364695,99.999,9.999,23.297,0.238,21.647,0.081,20.32,0.034,19.658,0.076
2395,114.3593762,21.47514187,99.999,9.999,22.137,0.088,21.692,0.096,21.625,0.11,99.999,9.999
2541,114.3602293,21.49451757,16.501,0.008,15.368,0.01,15.036,0.041,14.936,0.031,14.908,0.015
2913,114.3611493,21.54730397,18.076,0.015,16.889,0.005,16.499,0.021,16.368,0.012,16.311,0.014
2710,114.3613942,21.51979529,18.42,0.016,17.265,0.007,16.853,0.027,16.719,0.02,16.654,0.014
2974,114.3615925,21.55489155,99.999,9.999,23.188,0.23,21.822,0.087,20.408,0.041,19.665,0.08
2394,114.3619851,21.47736965,21.106,0.091,18.494,0.014,17.091,0.04,16.324,0.041,15.839,0.018
2515,114.3627647,21.49366912,99.999,9.999,22.933,0.192,21.423,0.075,19.892,0.024,18.924,0.044
3030,114.3632507,21.56387261,99.999,9.999,22.271,0.123,20.606,0.039,19.702,0.025,19.24,0.057
3066,114.3633237,21.56989298,99.999,9.999,21.032,0.092,20.069,0.058,19.227,0.047,18.724,0.046
2621,114.3636424,21.50862555,20.885,0.066,18.76,0.014,17.898,0.027,17.619,0.027,17.455,0.016
2758,114.3646259,21.52837447,99.999,9.999,99.999,9.999,22.097,0.112,20.701,0.06,20.066,0.106
2886,114.3652139,21.54752292,99.999,9.999,99.999,9.999,22.499,0.145,20.851,0.061,19.998,0.099
2085,114.3653405,21.44192185,22.123,0.221,19.659,0.028,18.17,0.054,17.383,0.073,17.058,0.044
2994,114.3654286,21.56119172,99.999,9.999,20.999,0.035,20.019,0.026,19.652,0.026,19.47,0.066
2239,114.3665459,21.46094814,22.608,0.302,20.167,0.034,18.794,0.052,18.183,0.031,17.853,0.03
3043,114.3681663,21.57098376,18.688,0.022,17.353,0.013,16.926,0.013,16.704,0.024,16.649,0.016
3044,114.3683205,21.57145134,17.494,0.012,15.653,0.009,14.923,0.011,14.675,0.016,14.517,0.01
2764,114.3687719,21.53327914,99.999,9.999,21.256,0.044,19.795,0.028,18.456,0.019,17.801,0.025
2690,114.3699946,21.52471516,22.646,0.302,20.068,0.022,18.758,0.016,18.296,0.025,17.941,0.024
2813,114.3709117,21.54380117,99.999,9.999,22.129,0.075,20.726,0.037,19.583,0.023,18.974,0.052
2689,114.3713008,21.52589772,99.999,9.999,22.817,0.157,21.484,0.08,20.156,0.032,19.397,0.072
1970,114.3713429,21.43569664,99.999,9.999,99.999,9.999,99.999,9.999,21.264,0.078,20.395,0.152
3026,114.3714679,21.57066946,18.077,0.013,16.87,0.008,16.436,0.011,16.298,0.015,16.252,0.014
2791,114.3715207,21.54147933,99.999,9.999,22.396,0.109,21.126,0.058,19.713,0.031,19.034,0.05
3056,114.3715278,21.57683252,21.659,0.128,19.376,0.016,18.478,0.017,18.17,0.021,17.979,0.025
2018,114.3727908,21.44161684,21.754,0.128,20.966,0.028,20.703,0.067,20.554,0.057,20.728,0.19
2666,114.3729859,21.52345676,15.908,0.012,14.75,0.006,14.406,0.02,14.323,0.02,14.282,0.01
2481,114.3730636,21.49945205,22.592,0.295,22.201,0.085,21.528,0.077,21.336,0.073,20.992,0.236
2064,114.3738498,21.44853171,99.999,9.999,22.85,0.14,22.011,0.139,21.44,0.093,21.172,0.268
2652,114.3745117,21.52368212,17.823,0.015,16.218,0.005,15.631,0.019,15.461,0.02,15.367,0.011
2532,114.3753618,21.508041,99.999,9.999,21.324,0.045,19.93,0.025,18.967,0.024,18.346,0.032
2371,114.3754195,21.48792724,20.211,0.04,18.668,0.013,18.03,0.034,17.787,0.039,17.665,0.031
2256,114.3754967,21.47155955,99.999,9.999,99.999,9.999,21.669,0.071,20.338,0.045,19.464,0.066
2569,114.3756495,21.51329319,16.967,0.013,15.174,0.006,14.52,0.022,14.339,0.021,14.231,0.01
2345,114.3762002,21.48549602,99.999,9.999,23.43,0.333,22.3,0.123,20.712,0.052,19.906,0.094
2266,114.3762125,21.47382142,20.713,0.059,19.392,0.018,18.86,0.034,18.671,0.032,18.583,0.031
2825,114.377074,21.55183227,99.999,9.999,99.999,9.999,22.162,0.106,20.268,0.047,19.064,0.053
2929,114.3771336,21.56462864,99.999,9.999,23.321,0.251,22.308,0.147,21.162,0.067,20.369,0.148
2037,114.3772145,21.44835821,21.248,0.089,19.943,0.02,19.494,0.045,19.393,0.049,19.294,0.066
2149,114.377265,21.46203752,99.999,9.999,20.798,0.032,19.358,0.027,18.221,0.051,17.591,0.019
2343,114.3781984,21.48720391,99.999,9.999,21.542,0.049,20.148,0.04,18.859,0.026,18.145,0.028
2013,114.3783914,21.44668074,22.305,0.188,21.007,0.043,20.492,0.049,20.395,0.042,20.476,0.164
2870,114.3791381,21.55927241,99.999,9.999,20.832,0.036,19.551,0.02,19.047,0.019,18.776,0.034
2890,114.3797107,21.56165888,20.625,0.05,18.892,0.013,18.226,0.014,17.98,0.018,17.89,0.021
2498,114.379782,21.50799175,99.999,9.999,22.913,0.198,21.556,0.064,20.72,0.033,20.115,0.122
2920,114.3800808,21.56630826,99.999,9.999,99.999,9.999,21.872,0.109,20.533,0.048,19.799,0.083
2164,114.3807145,21.4676487,20.805,0.063,19.149,0.017,18.478,0.035,18.202,0.036,18.027,0.03
2936,114.3808582,21.56925118,99.999,9.999,22.205,0.094,21.432,0.076,21.036,0.061,21.408,0.373
2233,114.3808888,21.47461557,99.999,9.999,23.52,0.3,21.407,0.082,20.459,0.033,19.761,0.074
2062,114.3830549,21.45717229,99.999,9.999,23.711,0.33,22.214,0.14,20.792,0.04,20.232,0.116
2147,114.3836159,21.46762127,19.823,0.033,17.328,0.017,16,0.029,14.973,0.039,14.424,0.021
2572,114.3838986,21.52162307,99.999,9.999,99.999,9.999,22.004,0.114,21.029,0.058,20.771,0.236
2591,114.3846923,21.52481369,17.998,0.013,16.136,0.005,15.468,0.017,15.292,0.017,15.187,0.012
2365,114.3847347,21.49640847,99.999,9.999,23.205,0.251,21.548,0.072,20.025,0.03,19.192,0.052
2176,114.3849003,21.47289138,19.909,0.03,17.84,0.014,17.051,0.036,16.759,0.028,16.602,0.017
2885,114.3850776,21.56683091,18.983,0.019,17.165,0.01,16.448,0.017,16.182,0.018,16.029,0.01
2190,114.3851892,21.4747796,99.999,9.999,22.342,0.12,21.636,0.086,21.188,0.069,99.999,9.999
2940,114.3853887,21.57421629,21.414,0.12,20.662,0.069,20.287,0.088,20.275,0.135,20.391,0.188
2662,114.3856611,21.5353916,99.999,9.999,22.826,0.172,21.396,0.069,19.92,0.034,19.127,0.066
2581,114.385725,21.52443406,99.999,9.999,21.573,0.05,20.446,0.034,19.978,0.035,19.779,0.098
2071,114.386124,21.46103953,22.05,0.183,21.711,0.059,21.532,0.079,21.28,0.082,20.821,0.196
2570,114.3861287,21.52372349,22.17,0.188,19.996,0.021,18.549,0.02,17.585,0.017,17.066,0.019
1861,114.3862124,21.43629385,99.999,9.999,99.999,9.999,21.712,0.079,21.523,0.119,99.999,9.999
3031,114.3868777,21.58700727,99.999,9.999,23.756,0.362,21.701,0.092,20.862,0.048,20.282,0.14
3054,114.3868837,21.59169785,99.999,9.999,99.999,9.999,22.596,0.177,21.466,0.071,20.745,0.224
2139,114.3876369,21.47078923,99.999,9.999,23.327,0.219,21.693,0.097,20.36,0.032,19.615,0.078
2751,114.38827,21.55070773,99.999,9.999,21.7,0.073,20.341,0.027,19.592,0.028,19.214,0.055
2587,114.3886081,21.52812856,19.991,0.033,18.848,0.01,18.521,0.018,18.423,0.016,18.422,0.028
2474,114.3886097,21.51375342,99.999,9.999,99.999,9.999,22.675,0.193,20.423,0.044,19.123,0.05
2238,114.3889951,21.48275206,99.999,9.999,22.716,0.161,21.015,0.064,19.353,0.021,18.515,0.041
2248,114.3894182,21.48390629,99.999,9.999,22.811,0.178,21.298,0.069,20.802,0.054,20.519,0.208
3047,114.3895525,21.59347219,99.999,9.999,23.619,0.358,21.908,0.105,20.712,0.052,19.81,0.088
2635,114.3896375,21.53630397,22.665,0.316,20.013,0.02,18.598,0.013,17.726,0.011,17.246,0.021
2691,114.3896976,21.54397381,99.999,9.999,21.292,0.051,19.846,0.024,19.095,0.021,18.765,0.042
2653,114.3898253,21.5386519,19.135,0.02,17.978,0.007,17.548,0.011,17.411,0.01,17.362,0.017
2267,114.3899317,21.48717603,99.999,9.999,21.549,0.058,20.942,0.047,20.697,0.056,20.53,0.15
2597,114.3900886,21.53052108,22.612,0.26,21.493,0.058,21.012,0.051,20.854,0.046,21.32,0.297
2809,114.3902075,21.56215874,99.999,9.999,23.14,0.201,21.439,0.072,20.586,0.053,20.024,0.127
2538,114.3904602,21.52334327,17.168,0.012,16.052,0.005,15.746,0.018,15.668,0.013,15.653,0.011
2366,114.3904851,21.50210569,99.999,9.999,22.709,0.143,21.56,0.082,20.149,0.03,19.377,0.075
2645,114.3905091,21.53866634,20.866,0.077,19.09,0.015,18.373,0.013,18.115,0.029,18.014,0.025
2833,114.3906799,21.56616587,99.999,9.999,22.902,0.168,21.462,0.075,20.891,0.052,20.169,0.115
2084,114.390856,21.46670083,20.871,0.073,20.669,0.029,20.487,0.047,20.29,0.032,20.184,0.103
2703,114.3909492,21.54698932,99.999,9.999,22.404,0.107,20.966,0.044,19.664,0.025,18.961,0.053
2694,114.3910217,21.54547451,19.829,0.033,17.802,0.013,17.058,0.01,16.828,0.013,16.713,0.013
1821,114.3910412,21.43648957,22.223,0.209,20.899,0.034,20.06,0.044,19.804,0.052,19.611,0.076
1828,114.3917451,21.43768663,20.563,0.054,18.059,0.025,16.648,0.046,15.78,0.051,15.305,0.028
2815,114.3919227,21.56466652,19.698,0.032,18.714,0.013,18.362,0.012,18.237,0.019,18.18,0.032
2051,114.3926313,21.46451553,22.154,0.17,19.641,0.019,18.616,0.031,18.267,0.034,18.08,0.032
2804,114.3933004,21.56436177,99.999,9.999,21.429,0.053,21.041,0.059,20.803,0.046,20.732,0.19
2206,114.3933228,21.48452471,99.999,9.999,23.298,0.292,21.528,0.081,20.605,0.047,20.293,0.181
2775,114.3946353,21.56120585,99.999,9.999,23.178,0.241,21.615,0.094,20.587,0.049,19.773,0.1
2517,114.3949761,21.52515774,99.999,9.999,99.999,9.999,22.129,0.1,21.208,0.082,20.653,0.184
2763,114.3952069,21.55895158,20.975,0.083,18.461,0.015,17.321,0.02,16.891,0.017,16.661,0.014
1826,114.3955933,21.4413488,22.23,0.209,20.962,0.068,20.376,0.085,20.166,0.1,19.815,0.12
2981,114.3967343,21.59005361,99.999,9.999,22.732,0.148,21.261,0.057,19.931,0.024,19.267,0.053
2227,114.3970854,21.48997929,99.999,9.999,23.603,0.374,21.997,0.099,20.868,0.055,20.134,0.09
2370,114.3980932,21.50991247,99.999,9.999,22.205,0.092,21.393,0.061,21.086,0.065,21.02,0.221
2103,114.3984046,21.47736142,22.165,0.197,21.42,0.046,20.681,0.056,20.396,0.072,19.996,0.123
2889,114.3990567,21.58046449,99.999,9.999,22.91,0.202,21.158,0.052,20.104,0.036,19.435,0.079
2701,114.3991131,21.55430162,17.817,0.012,16.635,0.007,16.259,0.01,16.132,0.02,16.107,0.012
2616,114.399308,21.54270343,19.915,0.031,18.025,0.011,17.216,0.01,16.945,0.023,16.761,0.017
1532,114.3994821,21.41857893,99.999,9.999,21.738,0.06,20.293,0.053,19.5,0.043,19.104,0.053
1776,114.3994871,21.44120193,99.999,9.999,21.848,0.061,20.297,0.047,19.656,0.052,19.245,0.059
1461,114.4001503,21.41224636,20.895,0.068,18.897,0.019,18.122,0.055,17.833,0.047,17.687,0.047
1699,114.4003465,21.43504358,16.422,0.01,15.327,0.015,15.121,0.057,15.043,0.037,15.066,0.026
1493,114.4005748,21.41604851,21.544,0.121,19.844,0.025,19.157,0.06,18.9,0.038,18.724,0.046
2110,114.4007736,21.48010236,99.999,9.999,21.246,0.042,20.097,0.035,19.63,0.033,19.523,0.062
1648,114.4010795,21.43004865,18.479,0.014,16.297,0.022,15.494,0.049,15.191,0.047,15.053,0.028
2269,114.4016656,21.49861114,99.999,9.999,23.55,0.364,21.75,0.102,20.485,0.038,19.968,0.097
3042,114.4017649,21.60321426,20.667,0.054,19.287,0.014,18.779,0.023,18.608,0.018,18.549,0.038
2143,114.401825,21.48503582,23.011,0.347,21.065,0.032,20.267,0.039,20.002,0.047,19.897,0.1
1762,114.402453,21.44300486,99.999,9.999,23.292,0.259,21.772,0.099,20.788,0.067,20.14,0.106
2729,114.4025415,21.56183812,21.135,0.086,18.771,0.015,17.701,0.026,17.27,0.03,17.065,0.014
2422,114.4026668,21.52071998,22.687,0.282,20.413,0.025,18.922,0.017,17.812,0.017,17.191,0.015
3012,114.4031433,21.60037117,21.228,0.091,20.331,0.024,19.907,0.026,19.736,0.024,19.684,0.098
2610,114.4037218,21.54620267,99.999,9.999,23.565,0.334,22.557,0.183,20.879,0.058,20.257,0.114
1799,114.403739,21.44723002,22.362,0.245,20.004,0.035,18.437,0.033,17.641,0.039,16.974,0.021
1803,114.4037599,21.44762808,21.506,0.101,18.911,0.022,17.551,0.03,16.638,0.038,16.211,0.022
2375,114.4044837,21.51623661,99.999,9.999,23.256,0.215,21.851,0.115,20.274,0.032,19.418,0.073
2874,114.4050203,21.58458354,21.868,0.148,19.404,0.02,18.151,0.021,17.657,0.022,17.354,0.022
2107,114.40528,21.48414783,19.691,0.029,17.448,0.008,16.531,0.026,16.209,0.022,16.001,0.015
2923,114.4052912,21.59125204,99.999,9.999,22.893,0.182,21.211,0.077,20.534,0.081,19.975,0.108
1657,114.4053498,21.4354346,17.567,0.009,16.402,0.015,16.036,0.053,15.91,0.035,15.881,0.022
1708,114.4055934,21.44086151,22.73,0.326,21.336,0.087,20.726,0.108,20.522,0.131,20.117,0.154
2896,114.4056104,21.58793097,99.999,9.999,23.269,0.254,21.654,0.075,20.614,0.039,20.124,0.119
1842,114.4058301,21.45330468,17.508,0.012,16.421,0.01,16.12,0.043,16.021,0.032,15.994,0.024
1955,114.4061547,21.46705982,21.039,0.072,19.952,0.015,19.631,0.038,19.498,0.028,19.448,0.073
2684,114.4061624,21.55855194,99.999,9.999,22.646,0.133,21.033,0.054,20.51,0.056,20.187,0.125
2782,114.406187,21.57360622,99.999,9.999,21.267,0.052,19.81,0.025,19.27,0.023,18.964,0.046
2212,114.4064303,21.49768448,99.999,9.999,22.895,0.216,21.324,0.065,20.686,0.047,20.325,0.127
2335,114.4067686,21.51422692,18.757,0.016,17.639,0.007,17.259,0.018,17.136,0.013,17.076,0.02
2897,114.4068544,21.58943528,99.999,9.999,21.347,0.042,20.214,0.027,19.724,0.025,19.466,0.058
2816,114.4070745,21.57945647,99.999,9.999,23.079,0.234,21.338,0.055,20.477,0.038,19.928,0.092
2368,114.4071378,21.5186151,99.999,9.999,20.827,0.029,19.857,0.026,19.456,0.023,19.291,0.053
1364,114.4072728,21.41072464,99.999,9.999,22.577,0.137,21.087,0.071,20.346,0.054,19.887,0.075
1316,114.4076795,21.40753242,18.049,0.014,16.841,0.019,16.427,0.063,16.255,0.042,16.226,0.042
3065,114.4078301,21.61293839,99.999,9.999,22.404,0.135,20.812,0.051,19.586,0.025,18.819,0.04
1650,114.4079236,21.43702048,99.999,9.999,22.876,0.192,21.328,0.069,20.402,0.04,19.885,0.114
2431,114.4081994,21.52717679,21.453,0.106,19.556,0.011,18.827,0.014,18.559,0.015,18.4,0.033
1856,114.4083582,21.45763417,18.201,0.011,17.084,0.01,16.7,0.04,16.582,0.027,16.525,0.019
1656,114.4086968,21.43855742,20.649,0.13,19.081,0.106,18.284,0.114,17.871,0.125,17.863,0.097
1551,114.4090586,21.42972612,99.999,9.999,21.271,0.05,20.176,0.037,19.73,0.044,19.425,0.052
2104,114.4093249,21.4880315,17.306,0.011,16.208,0.007,15.885,0.027,15.81,0.013,15.794,0.011
2048,114.4094361,21.48063933,99.999,9.999,22.595,0.13,21.045,0.082,20.451,0.075,19.927,0.098
2554,114.4096783,21.54455425,99.999,9.999,22.208,0.106,20.741,0.046,19.987,0.03,19.434,0.064
1452,114.410124,21.42117616,99.999,9.999,21.871,0.089,20.487,0.049,19.782,0.043,19.371,0.069
2732,114.4104577,21.56998777,99.999,9.999,23.079,0.195,21.696,0.09,20.354,0.073,19.475,0.065
2464,114.4104999,21.53337535,99.999,9.999,23.126,0.197,22.02,0.102,20.779,0.054,20.175,0.135
2798,114.4107338,21.58052673,15.671,0.006,14.518,0.011,14.232,0.019,99.999,9.999,14.15,0.007
1891,114.4108277,21.4634763,21.554,0.102,20.497,0.021,20.157,0.038,19.998,0.038,19.854,0.087
1605,114.4108844,21.43594322,99.999,9.999,20.647,0.025,19.522,0.04,19.077,0.041,18.832,0.045
2651,114.4111722,21.55930289,17.707,0.01,16.565,0.01,16.18,0.011,16.045,0.021,16.013,0.016
1995,114.4112024,21.47696855,99.999,9.999,22.202,0.108,20.865,0.044,20.116,0.033,19.672,0.069
1670,114.4112806,21.44282953,99.999,9.999,21.452,0.056,20.056,0.041,19.373,0.03,18.94,0.038
1188,114.4114782,21.40259148,99.999,9.999,22.109,0.109,20.57,0.061,18.649,0.048,17.615,0.021
1248,114.4118406,21.40668867,17.923,0.015,16.18,0.018,15.541,0.056,15.285,0.053,15.206,0.048
2577,114.4122965,21.54971245,99.999,9.999,22.409,0.122,21.996,0.124,21.611,0.082,99.999,9.999
1695,114.4125105,21.44659416,17.904,0.012,16.741,0.01,16.32,0.042,16.2,0.035,16.131,0.024
1583,114.4126203,21.43580494,21.706,0.128,20.211,0.025,19.673,0.046,19.484,0.046,19.411,0.058
2696,114.4127279,21.56681476,99.999,9.999,23.284,0.275,21.892,0.119,21.27,0.06,20.655,0.182
2998,114.4128982,21.60784737,22.767,0.361,20.97,0.032,19.538,0.024,18.907,0.024,18.601,0.038
2397,114.4130467,21.52742053,20.267,0.041,19.224,0.013,18.95,0.018,18.881,0.016,18.899,0.041
2800,114.4133738,21.58349797,99.999,9.999,99.999,9.999,22.1,0.121,20.941,0.068,20.292,0.127
2654,114.4134676,21.5617106,99.999,9.999,23.335,0.294,22.045,0.141,20.783,0.055,20.081,0.109
2045,114.4142645,21.48494788,17.268,0.012,16.056,0.006,15.625,0.026,15.509,0.014,15.456,0.01
2010,114.4143828,21.48140092,20.658,0.056,18.56,0.011,17.734,0.024,17.418,0.019,17.243,0.016
2962,114.4149318,21.60549305,99.999,9.999,22.207,0.086,20.77,0.037,20.062,0.033,19.666,0.076
2492,114.41504,21.54159539,22.964,0.351,22.791,0.172,21.75,0.094,20.701,0.063,20.012,0.124
2739,114.4152228,21.57541905,22.221,0.216,19.47,0.025,18.165,0.023,17.272,0.022,16.779,0.017
1506,114.4152961,21.43179215,99.999,9.999,23.329,0.223,22.218,0.147,20.889,0.042,20.209,0.12
1834,114.4153258,21.46137276,21.374,0.092,20.201,0.02,19.868,0.043,19.746,0.027,19.617,0.074
2430,114.4153578,21.53411425,20.106,0.036,17.923,0.009,17.035,0.013,16.728,0.014,16.551,0.015
2740,114.4155196,21.57592168,18.674,0.014,16.57,0.012,15.749,0.019,15.485,0.018,15.341,0.011
2795,114.4155346,21.58464038,99.999,9.999,23.532,0.277,21.718,0.083,20.777,0.052,20.283,0.134
1659,114.4157493,21.4459054,21.303,0.086,20.082,0.024,19.739,0.041,19.589,0.035,19.612,0.096
2576,114.4157742,21.55292665,17.351,0.009,15.866,0.008,15.327,0.01,15.15,0.019,15.107,0.013
2943,114.4161291,21.60447335,20.031,0.043,19.011,0.014,18.698,0.018,18.618,0.02,18.552,0.03
