DAOPHOTID,RA,DEC,u,uError,g,gError,r,rError,i,iError,z,zError
25,250.0869015,36.44394004,18.513,0.018,16.799,0.014,16.145,0.02,15.988,0.036,15.931,0.039
144,250.0871397,36.45972848,99.999,9.999,23.169,0.18,21.785,0.079,21.396,0.08,99.999,9.999
36,250.0887526,36.44377663,22.209,0.342,22.149,0.076,21.89,0.108,21.942,0.164,20.451,0.194
125,250.0904108,36.45399075,99.999,9.999,21.056,0.034,20.53,0.038,20.263,0.041,20.298,0.227
90,250.0904748,36.44945853,99.999,9.999,23.366,0.221,21.823,0.094,20.726,0.06,20.556,0.256
35,250.0922628,36.44017713,99.999,9.999,22.58,0.131,21.344,0.049,20.83,0.059,20.661,0.264
107,250.0944002,36.44785653,99.999,9.999,22.676,0.142,21.539,0.084,20.13,0.038,19.504,0.103
15,250.0977427,36.43175173,21.868,0.235,20.8,0.029,20.379,0.033,20.097,0.039,20.09,0.167
158,250.1060081,36.44192894,99.999,9.999,99.999,9.999,22.444,0.115,20.584,0.05,19.312,0.084
201,250.1063247,36.44745916,21.548,0.199,20.663,0.123,20.346,0.133,20.24,0.137,19.978,0.19
57,250.1069341,36.4274324,20.74,0.077,19.81,0.015,19.508,0.031,19.389,0.028,19.372,0.072
75,250.1073847,36.42959266,22.413,0.31,20.691,0.029,19.811,0.025,19.403,0.035,19.314,0.08
314,250.1075924,36.45876302,99.999,9.999,99.999,9.999,22.384,0.163,20.585,0.051,19.874,0.147
89,250.1085412,36.43087551,99.999,9.999,22.404,0.094,21.564,0.061,21.367,0.08,20.585,0.282
433,250.1085917,36.47162652,21.273,0.129,20.411,0.023,20.045,0.041,19.828,0.048,19.79,0.131
438,250.1099741,36.47048345,99.999,9.999,21.311,0.037,20.039,0.029,19.524,0.049,19.185,0.068
166,250.1104682,36.4381525,99.999,9.999,21.81,0.125,20.283,0.13,19.601,0.115,19.162,0.123
80,250.1111492,36.42673972,22.387,0.333,22.222,0.077,21.685,0.083,21.253,0.062,99.999,9.999
350,250.1112547,36.45940896,21.362,0.142,19.073,0.015,17.928,0.018,17.514,0.034,17.28,0.045
441,250.1118295,36.46900161,99.999,9.999,21.854,0.101,21.213,0.096,21.045,0.1,21.01,0.299
229,250.1133144,36.4432011,99.999,9.999,21.583,0.058,20.94,0.048,20.762,0.055,20.82,0.29
414,250.1146125,36.4640843,99.999,9.999,21.906,0.066,21.263,0.067,20.871,0.057,20.933,0.283
395,250.1152936,36.46108948,99.999,9.999,21.468,0.044,20.258,0.03,19.771,0.048,19.414,0.075
218,250.1158444,36.43971098,19.844,0.038,17.647,0.011,16.7,0.012,16.389,0.025,16.226,0.031
257,250.1163741,36.44356973,21.635,0.151,20.561,0.03,20.18,0.03,20.018,0.032,20.015,0.145
427,250.1165763,36.46269738,21.065,0.101,19.725,0.021,19.038,0.031,18.799,0.029,18.644,0.058
566,250.1165955,36.47800408,21.995,0.251,20.976,0.03,20.514,0.032,20.314,0.047,20.627,0.313
355,250.1171642,36.4543576,22.298,0.303,19.517,0.02,18.132,0.012,17.444,0.05,17.147,0.035
419,250.1172761,36.46161795,99.999,9.999,22.158,0.07,21.183,0.049,20.788,0.049,20.517,0.194
461,250.1173634,36.46530904,21.304,0.094,20.26,0.024,19.839,0.026,19.724,0.036,19.793,0.119
428,250.1188853,36.46038393,99.999,9.999,23.097,0.164,21.788,0.082,21.051,0.091,20.98,0.366
54,250.1190727,36.41485129,20.25,0.057,18.622,0.011,17.95,0.015,17.755,0.024,17.649,0.026
597,250.119386,36.47793043,20.714,0.072,19.934,0.017,19.595,0.031,19.429,0.03,19.52,0.094
103,250.1199806,36.42151769,19.847,0.04,18.611,0.012,18.051,0.016,17.849,0.031,17.734,0.021
46,250.1204723,36.41219021,21.464,0.146,20.06,0.022,19.384,0.019,19.091,0.026,19.089,0.061
73,250.1208103,36.41543083,21.665,0.142,20.623,0.028,20.217,0.027,19.993,0.037,19.81,0.108
333,250.1213102,36.44685296,99.999,9.999,22.333,0.112,21.301,0.058,20.877,0.09,20.283,0.173
372,250.1215042,36.4523369,22.728,0.394,20.183,0.023,18.79,0.015,17.529,0.037,16.836,0.029
478,250.1215412,36.46315636,99.999,9.999,99.999,9.999,22.112,0.129,21.317,0.109,20.752,0.278
205,250.121565,36.43269441,21.219,0.106,18.664,0.01,17.2,0.01,16.365,0.03,15.911,0.019
24,250.1222213,36.4076856,19.149,0.031,17.893,0.012,17.408,0.015,17.227,0.023,17.169,0.02
389,250.12365,36.45181356,99.999,9.999,21.849,0.062,21.147,0.054,20.934,0.079,21.028,0.328
575,250.1248166,36.4705652,19.203,0.024,18.212,0.014,17.908,0.022,17.801,0.032,17.764,0.052
404,250.125254,36.45171215,20.914,0.094,20.03,0.021,19.678,0.028,19.544,0.032,19.409,0.081
764,250.1266074,36.48574461,19.949,0.04,19.101,0.015,99.999,9.999,18.673,0.037,18.826,0.083
557,250.127166,36.4660094,21.886,0.201,20.628,0.03,20.234,0.035,19.968,0.032,19.958,0.149
312,250.1277254,36.43803558,99.999,9.999,22.214,0.101,20.953,0.049,20.126,0.04,19.748,0.093
490,250.1279133,36.4579515,99.999,9.999,22.745,0.137,21.572,0.075,20.992,0.062,20.887,0.37
165,250.1294796,36.41845887,99.999,9.999,22.118,0.079,21.208,0.067,21.01,0.069,20.61,0.278
813,250.1306022,36.4850144,99.999,9.999,22.821,0.141,21.638,0.082,20.702,0.053,20.152,0.15
738,250.1313816,36.47829802,20.265,0.043,19.356,0.015,19.063,0.024,18.966,0.038,18.918,0.063
70,250.1315808,36.40435537,18.595,0.02,16.582,0.009,15.812,0.013,15.551,0.025,15.415,0.015
468,250.1323414,36.45053024,99.999,9.999,21.42,0.049,20.848,0.041,20.594,0.053,20.38,0.176
559,250.1325397,36.46060764,99.999,9.999,21.341,0.04,19.709,0.027,18.939,0.03,18.478,0.045
555,250.133353,36.45966439,21.045,0.095,19.988,0.019,19.63,0.023,19.489,0.028,19.493,0.095
518,250.1343935,36.45562475,99.999,9.999,22.692,0.099,22.215,0.127,21.647,0.105,99.999,9.999
76,250.1344459,36.40204304,99.999,9.999,21.802,0.072,21.277,0.043,20.935,0.061,20.781,0.266
238,250.1344658,36.42261621,20.562,0.064,19.69,0.018,19.404,0.021,19.275,0.026,19.37,0.099
78,250.1345333,36.4023777,22.697,0.396,21.517,0.057,20.954,0.041,20.868,0.061,20.861,0.299
264,250.1353353,36.42544478,21.14,0.105,20.624,0.051,19.823,0.025,19.653,0.035,19.607,0.097
959,250.1354157,36.49022394,99.999,9.999,22.263,0.075,21.463,0.064,20.985,0.075,20.836,0.282
935,250.1359479,36.48787752,99.999,9.999,21.648,0.044,20.935,0.055,20.737,0.066,20.298,0.163
502,250.1360934,36.45079391,21.114,0.127,20.193,0.017,19.822,0.027,19.679,0.032,19.677,0.098
365,250.1363093,36.43632086,99.999,9.999,21.845,0.061,21.264,0.049,20.951,0.072,20.936,0.336
452,250.1371415,36.44432148,21.822,0.192,20.871,0.032,20.408,0.037,20.216,0.04,20.206,0.167
59,250.1375409,36.39644816,99.999,9.999,22.777,0.129,21.14,0.065,20.358,0.053,20.096,0.142
269,250.137761,36.42333952,21.501,0.144,20.346,0.031,19.915,0.029,19.752,0.037,19.608,0.104
28,250.1385123,36.39149539,19.955,0.049,19.113,0.011,18.845,0.02,18.767,0.019,18.772,0.046
512,250.1387631,36.44990271,99.999,9.999,22.686,0.124,21.713,0.087,21.392,0.087,99.999,9.999
199,250.1390366,36.41353213,99.999,9.999,22.811,0.184,21.001,0.071,20.135,0.074,19.705,0.119
137,250.1395005,36.40503265,21.019,0.095,19.732,0.015,19.14,0.015,18.86,0.02,18.818,0.053
1000,250.1396253,36.48825181,21.492,0.131,20.443,0.024,19.923,0.021,19.67,0.041,19.632,0.102
798,250.1401005,36.47367537,21.054,0.096,20.225,0.021,19.892,0.031,19.761,0.029,19.699,0.139
968,250.1408733,36.48531414,99.999,9.999,21.738,0.055,20.333,0.026,19.446,0.048,18.91,0.062
308,250.1410419,36.42394863,99.999,9.999,22.28,0.112,20.621,0.036,19.233,0.029,18.472,0.039
630,250.1412736,36.45996442,21.864,0.202,20.761,0.029,20.381,0.032,20.184,0.032,19.985,0.158
98,250.1413192,36.39865311,18.984,0.022,17.882,0.007,17.463,0.015,17.26,0.013,17.204,0.017
246,250.141672,36.41649634,99.999,9.999,22.56,0.132,21.772,0.073,21.456,0.111,99.999,9.999
407,250.1417064,36.43556525,20.325,0.056,19.395,0.016,19.107,0.018,18.989,0.032,18.959,0.068
882,250.1417327,36.47858559,22.033,0.228,20.756,0.036,20.326,0.036,20.133,0.051,20.091,0.177
394,250.1424159,36.43316986,19.433,0.031,18.467,0.013,18.19,0.014,18.107,0.024,18.098,0.035
309,250.1425984,36.42261723,99.999,9.999,23.016,0.169,21.566,0.075,21.136,0.075,20.735,0.258
863,250.1432346,36.47611899,99.999,9.999,21.811,0.056,20.964,0.061,20.816,0.065,20.912,0.333
681,250.1434091,36.46146176,99.999,9.999,22.385,0.094,21.941,0.101,21.917,0.181,99.999,9.999
481,250.1434345,36.44147051,20.944,0.107,20.111,0.016,19.786,0.031,19.666,0.031,19.541,0.088
335,250.1436549,36.42424038,99.999,9.999,22.804,0.17,20.939,0.092,20.031,0.092,19.677,0.119
684,250.1438329,36.46117811,99.999,9.999,23.043,0.161,21.997,0.098,21.464,0.107,99.999,9.999
348,250.1450698,36.4247299,99.999,9.999,22.412,0.117,21.776,0.067,21.39,0.109,20.707,0.237
133,250.1451147,36.39881268,21.495,0.113,20.607,0.032,20.189,0.028,19.983,0.037,20.172,0.153
795,250.1454889,36.46804162,20.197,0.051,18.734,0.013,18.178,0.015,17.979,0.027,17.899,0.043
242,250.14556,36.41176911,99.999,9.999,99.999,9.999,21.899,0.088,21.275,0.077,20.971,0.328
435,250.1462195,36.43326089,99.999,9.999,21.606,0.056,21.043,0.048,20.755,0.07,20.736,0.274
1237,250.1472442,36.49471756,21.253,0.102,20.308,0.022,19.937,0.033,19.785,0.036,19.659,0.132
1149,250.1477879,36.48898541,99.999,9.999,22.213,0.088,21.41,0.068,21.054,0.072,20.701,0.292
282,250.1479481,36.41429582,99.999,9.999,22.748,0.135,21.826,0.077,21.485,0.086,21.035,0.327
463,250.1482129,36.43399381,99.999,9.999,22.735,0.164,21.215,0.078,20.711,0.088,20.061,0.163
892,250.1485724,36.47198469,99.999,9.999,22.166,0.074,21.415,0.062,21.049,0.074,20.631,0.225
1136,250.1488561,36.48732042,21.804,0.183,20.723,0.028,20.271,0.026,20.11,0.043,20.089,0.135
290,250.1490126,36.41383569,99.999,9.999,21.569,0.057,20.001,0.029,18.411,0.024,17.539,0.019
121,250.1494458,36.39346149,99.999,9.999,22.684,0.14,21.783,0.069,21.546,0.119,99.999,9.999
446,250.1495322,36.43125077,19.556,0.03,17.678,0.011,16.837,0.009,16.499,0.028,16.313,0.017
855,250.1496265,36.46908585,22.253,0.305,21.087,0.036,20.544,0.048,20.325,0.04,20.212,0.152
294,250.1499821,36.41331751,22.463,0.343,19.968,0.021,18.529,0.014,17.334,0.021,16.708,0.017
729,250.1504059,36.45801847,21.68,0.166,20.755,0.029,20.354,0.033,20.139,0.044,20.325,0.202
767,250.150818,36.46102745,99.999,9.999,22.255,0.088,21.488,0.056,21.209,0.082,99.999,9.999
1194,250.1511356,36.48796135,99.999,9.999,21.764,0.066,20.314,0.028,19.295,0.038,18.679,0.059
332,250.1512999,36.41605399,21.066,0.135,20.23,0.021,19.877,0.021,19.741,0.029,19.631,0.106
94,250.1516063,36.38745571,22.084,0.247,20.601,0.024,20.182,0.023,20.013,0.033,19.912,0.127
424,250.1517158,36.42661417,99.999,9.999,21.363,0.04,20.321,0.027,19.884,0.031,19.701,0.097
721,250.1521113,36.4557838,20.668,0.072,19.729,0.026,19.449,0.024,19.325,0.029,19.288,0.087
115,250.1523203,36.38953546,19.954,0.038,19.005,0.016,18.752,0.015,18.628,0.016,18.607,0.045
52,250.1523427,36.38047691,99.999,9.999,22.188,0.101,21.577,0.083,21.217,0.078,20.642,0.255
92,250.1525945,36.38614259,21.387,0.119,20.071,0.018,19.795,0.026,19.617,0.025,19.642,0.098
601,250.1528441,36.44406779,22.573,0.371,21.597,0.056,21.062,0.048,20.695,0.05,20.608,0.176
32,250.1528952,36.37774403,15.28,0.009,99.999,9.999,99.999,9.999,99.999,9.999,13.364,0.013
285,250.1532531,36.40902794,99.999,9.999,21.661,0.061,20.707,0.038,20.169,0.035,19.889,0.119
250,250.1534553,36.4048337,99.999,9.999,21.506,0.049,20.956,0.048,20.628,0.049,20.453,0.207
84,250.1543112,36.38350511,99.999,9.999,22.049,0.09,20.659,0.058,19.495,0.051,18.905,0.068
1239,250.1543278,36.48748993,99.999,9.999,23.242,0.209,22.137,0.099,21.828,0.144,99.999,9.999
457,250.1549228,36.42634463,99.999,9.999,22.516,0.117,21.236,0.094,20.103,0.071,19.411,0.082
620,250.1553111,36.44466036,99.999,9.999,21.419,0.046,20.878,0.039,20.723,0.074,20.762,0.285
539,250.1553614,36.43570081,22.411,0.295,21.915,0.079,21.338,0.095,20.998,0.101,20.983,0.319
1182,250.1558622,36.48241213,22.276,0.26,21.364,0.045,20.822,0.049,20.527,0.053,20.38,0.275
774,250.1561721,36.45574481,99.999,9.999,23.034,0.176,22.186,0.122,21.646,0.098,99.999,9.999
43,250.156366,36.3753038,22.634,0.371,21.439,0.052,20.871,0.042,20.625,0.048,20.653,0.249
664,250.1569353,36.44667884,99.999,9.999,23.022,0.201,21.372,0.115,20.448,0.1,19.968,0.149
811,250.1571279,36.45758589,99.999,9.999,22.02,0.084,21.28,0.062,21.06,0.075,99.999,9.999
134,250.1571585,36.38660449,99.999,9.999,22.658,0.175,21.128,0.126,20.542,0.144,20.542,0.191
177,250.1571739,36.39197117,99.999,9.999,22.557,0.139,21.894,0.088,21.432,0.09,20.79,0.247
640,250.1578401,36.44364667,21.725,0.184,20.877,0.036,20.423,0.033,20.264,0.046,20.202,0.176
950,250.1580041,36.46620283,99.999,9.999,21.737,0.056,21.122,0.047,20.839,0.058,99.999,9.999
718,250.1580086,36.44962987,99.999,9.999,21.473,0.049,20.912,0.049,20.721,0.041,20.375,0.213
1027,250.1580118,36.47160312,19.638,0.038,18.702,0.013,18.441,0.022,18.36,0.02,18.349,0.052
81,250.1581339,36.37877123,99.999,9.999,21.141,0.029,20.547,0.035,20.329,0.035,20.338,0.171
278,250.158267,36.40328445,21.128,0.097,20.052,0.02,19.742,0.02,19.609,0.024,19.626,0.101
1142,250.1587437,36.47766282,20.415,0.064,19.478,0.013,19.174,0.022,19.098,0.027,19.106,0.064
553,250.1593635,36.43283716,19.072,0.027,17.935,0.013,17.506,0.014,17.331,0.026,17.24,0.022
511,250.1595158,36.42842802,22.234,0.302,20.875,0.04,20.416,0.031,20.213,0.042,20.163,0.138
13,250.160013,36.36762017,99.999,9.999,22.764,0.174,22.148,0.08,21.683,0.112,99.999,9.999
604,250.1600182,36.43697669,99.999,9.999,22.098,0.088,20.624,0.034,19.406,0.024,18.691,0.041
1290,250.1601366,36.48389738,20.941,0.086,20.093,0.022,19.759,0.028,19.59,0.026,19.614,0.115
894,250.1603081,36.46025489,99.999,9.999,22.905,0.152,21.994,0.11,21.655,0.125,99.999,9.999
552,250.1605906,36.43146929,19.511,0.033,18.543,0.013,18.283,0.018,18.2,0.019,18.184,0.03
635,250.1607241,36.4404833,22.037,0.193,20.865,0.031,20.365,0.032,20.167,0.04,20.061,0.159
274,250.1613595,36.39968716,17.75,0.014,16.559,0.016,16.134,0.01,16.001,0.01,15.95,0.013
434,250.1615902,36.41747275,99.999,9.999,22.585,0.098,21.894,0.088,22.037,0.194,99.999,9.999
126,250.1621252,36.38080364,99.999,9.999,21.388,0.057,20.81,0.041,20.525,0.053,20.523,0.221
880,250.1632255,36.45654844,20.76,0.089,19.784,0.018,19.42,0.02,19.326,0.028,19.369,0.084
484,250.1635412,36.42105636,21.886,0.263,20.473,0.121,19.843,0.135,19.544,0.142,19.597,0.122
858,250.1637938,36.45482444,20.601,0.066,19.645,0.017,19.349,0.022,19.26,0.024,19.233,0.082
1730,250.1642834,36.50123329,99.999,9.999,21.422,0.048,20.137,0.028,19.436,0.035,18.989,0.07
31,250.1644194,36.36583167,99.999,9.999,22.672,0.121,22.027,0.109,21.588,0.109,20.581,0.217
1725,250.164601,36.50082258,21.955,0.184,21.246,0.047,21.028,0.05,20.836,0.071,20.626,0.261
1816,250.1651229,36.50408225,22.298,0.311,21.893,0.07,21.169,0.054,21.017,0.076,20.651,0.244
146,250.1652915,36.37998776,99.999,9.999,22.771,0.143,22.048,0.1,21.777,0.147,99.999,9.999
1429,250.1656436,36.48511914,99.999,9.999,22.49,0.121,21.651,0.074,21.444,0.12,20.844,0.311
1064,250.1662074,36.46556753,21.732,0.212,20.913,0.035,20.456,0.04,20.24,0.039,20.048,0.147
154,250.1664182,36.37955941,21.162,0.108,20.29,0.027,19.908,0.021,19.7,0.031,19.5,0.085
998,250.166922,36.46012991,99.999,9.999,21.746,0.065,21.016,0.048,20.83,0.054,20.389,0.207
653,250.1673051,36.43478532,99.999,9.999,21.958,0.084,21.217,0.055,21.083,0.063,20.58,0.24
1422,250.1680771,36.48231483,99.999,9.999,21.644,0.053,21.088,0.046,20.738,0.057,20.718,0.247
895,250.1680946,36.45230433,21.136,0.127,19.83,0.097,19.073,0.107,18.758,0.114,18.795,0.099
772,250.1682385,36.4433305,99.999,9.999,22.073,0.069,21.449,0.06,21.087,0.084,99.999,9.999
1817,250.1685742,36.50065388,19.901,0.038,19.001,0.015,18.742,0.029,18.659,0.028,18.579,0.049
893,250.1687435,36.45147369,20.27,0.049,19.348,0.016,19.062,0.019,18.978,0.024,19.048,0.066
806,250.1694545,36.44455103,99.999,9.999,22.421,0.109,21.45,0.07,21.087,0.07,99.999,9.999
231,250.1699124,36.38563562,99.999,9.999,22.812,0.153,21.22,0.111,20.886,0.13,20.398,0.194
1682,250.1699403,36.49348328,99.999,9.999,20.249,0.024,19.049,0.023,18.588,0.025,18.32,0.056
63,250.1701783,36.36377197,22.388,0.283,21.509,0.071,20.642,0.073,20.173,0.075,20.006,0.151
1512,250.1702098,36.4848698,99.999,9.999,21.93,0.084,21.105,0.094,20.802,0.12,20.479,0.209
925,250.1703342,36.45223892,99.999,9.999,22.166,0.093,21.388,0.061,21.17,0.092,99.999,9.999
380,250.1706064,36.40325448,21.003,0.102,20.048,0.015,19.716,0.021,19.588,0.034,19.584,0.085
622,250.1707247,36.42938038,99.999,9.999,22.737,0.142,21.933,0.094,21.49,0.103,99.999,9.999
2274,250.1713476,36.51377366,99.999,9.999,22.019,0.076,21.263,0.071,21.076,0.068,20.398,0.224
303,250.1714204,36.39245934,99.999,9.999,21.378,0.053,20.829,0.044,20.608,0.049,20.357,0.157
480,250.1715812,36.41247278,21.786,0.189,20.625,0.027,20.253,0.028,20.003,0.033,20.112,0.187
1095,250.1717013,36.46134373,22.452,0.314,21.096,0.036,20.566,0.036,20.348,0.038,20.254,0.186
1864,250.1719956,36.49880559,99.999,9.999,21.15,0.033,20.632,0.044,20.373,0.051,20.482,0.228
1988,250.1719977,36.50366974,19.752,0.038,17.782,0.015,16.939,0.017,16.611,0.037,16.42,0.043
600,250.1724754,36.42378903,21.687,0.152,20.721,0.03,20.279,0.031,20.004,0.032,19.994,0.143
1010,250.1728188,36.45509577,22.597,0.306,22.215,0.106,21.239,0.072,20.966,0.1,20.829,0.337
44,250.1730821,36.35830748,99.999,9.999,22.25,0.108,21.454,0.06,21.129,0.081,21.095,0.346
923,250.1732451,36.44903669,20.198,0.051,19.242,0.016,18.988,0.02,18.865,0.02,18.881,0.054
10,250.1735909,36.35350175,16.253,0.016,14.987,0.009,14.526,0.019,99.999,9.999,14.335,0.025
2411,250.1736627,36.51523225,99.999,9.999,23.499,0.289,22.013,0.1,21.008,0.1,20.401,0.16
1738,250.1740181,36.49151288,21.365,0.123,20.29,0.023,19.933,0.033,19.834,0.037,19.977,0.17
973,250.1740594,36.45172391,99.999,9.999,22.964,0.151,22.208,0.105,21.774,0.129,21.096,0.386
1858,250.1743188,36.49634141,21.151,0.091,20.276,0.024,19.889,0.026,19.777,0.05,19.786,0.105
2154,250.1744246,36.50647676,99.999,9.999,22.401,0.123,21.611,0.063,21.5,0.115,99.999,9.999
1063,250.1747083,36.45684982,99.999,9.999,23.247,0.239,21.45,0.074,20.613,0.067,20.221,0.202
850,250.1747419,36.44306236,99.999,9.999,22.259,0.1,21.522,0.059,21.408,0.092,20.652,0.294
454,250.1748272,36.40586457,20.908,0.092,19.736,0.018,19.44,0.017,19.286,0.029,19.332,0.077
1479,250.1748848,36.47853684,99.999,9.999,22.999,0.157,22.027,0.122,21.56,0.114,99.999,9.999
224,250.1749398,36.37963823,21.766,0.188,20.81,0.031,20.338,0.028,20.18,0.04,20.233,0.132
197,250.1749573,36.37659177,99.999,9.999,22.063,0.079,21.427,0.081,21.148,0.08,99.999,9.999
956,250.1750429,36.44946394,21.289,0.121,20.365,0.027,19.989,0.03,19.835,0.035,19.823,0.121
577,250.1751501,36.41933272,99.999,9.999,22.325,0.103,21.474,0.071,21.183,0.076,20.709,0.27
1053,250.1754031,36.45570169,21.79,0.182,20,0.024,19.284,0.02,19.039,0.026,18.917,0.056
295,250.1754121,36.38729167,99.999,9.999,22.804,0.147,22.125,0.095,21.839,0.107,99.999,9.999
423,250.1754467,36.4023132,19.821,0.038,18.823,0.013,18.575,0.012,18.477,0.016,18.508,0.031
974,250.1756125,36.45025477,21.527,0.142,20.356,0.024,19.991,0.025,19.792,0.027,19.597,0.098
785,250.1756353,36.43664543,19.075,0.027,18.072,0.014,17.683,0.016,17.489,0.029,17.404,0.021
2140,250.1756622,36.50474343,99.999,9.999,22.985,0.13,21.928,0.088,20.624,0.053,19.947,0.164
226,250.1758103,36.37888496,99.999,9.999,22.057,0.082,21.401,0.076,21.134,0.103,20.715,0.239
2277,250.1761189,36.50891208,21.12,0.094,20.169,0.018,19.792,0.034,19.656,0.034,19.595,0.09
72,250.1766697,36.35824083,21.138,0.089,18.777,0.014,17.41,0.01,16.719,0.023,16.317,0.029
2549,250.1772026,36.51603555,99.999,9.999,23.235,0.179,21.621,0.1,20.779,0.099,20.261,0.157
834,250.177389,36.43899265,99.999,9.999,22.236,0.095,21.432,0.061,20.859,0.062,20.74,0.25
669,250.1775425,36.42591737,22.225,0.237,22.512,0.126,22.097,0.121,21.48,0.129,99.999,9.999
1906,250.1777017,36.49493337,20.56,0.066,19.588,0.019,19.245,0.023,19.162,0.022,19.253,0.09
615,250.1778571,36.42092935,99.999,9.999,21.363,0.037,20.008,0.027,19.221,0.024,18.725,0.052
1493,250.1780313,36.47607543,99.999,9.999,22.67,0.116,21.752,0.076,21.43,0.093,99.999,9.999
2031,250.1780521,36.49875062,19.716,0.036,18.749,0.017,18.386,0.025,18.278,0.025,18.237,0.055
612,250.1781906,36.42016912,99.999,9.999,22.518,0.116,21.567,0.066,21.219,0.082,99.999,9.999
846,250.1784049,36.43901735,20.916,0.074,20.033,0.023,19.671,0.022,19.539,0.031,19.404,0.093
315,250.1785143,36.38623364,21.213,0.116,20.201,0.024,19.888,0.025,19.713,0.032,19.53,0.078
1675,250.1786826,36.48420715,99.999,9.999,22.912,0.157,21.903,0.08,21.547,0.097,20.537,0.21
1161,250.178768,36.45793294,99.999,9.999,22.713,0.142,21.799,0.089,21.583,0.107,99.999,9.999
1352,250.1789774,36.46796172,99.999,9.999,22.034,0.069,21.197,0.059,20.902,0.054,20.762,0.302
1226,250.1792166,36.46156145,15.881,0.013,99.999,9.999,99.999,9.999,99.999,9.999,12.476,0.039
27,250.1792431,36.34969404,21.342,0.148,20.313,0.025,19.91,0.028,19.797,0.041,19.771,0.118
1558,250.1798254,36.47713122,99.999,9.999,20.976,0.129,20.125,0.143,19.845,0.156,19.598,0.143
658,250.1798511,36.42280803,99.999,9.999,23.249,0.199,22.093,0.114,20.804,0.056,20.169,0.159
1661,250.1800244,36.48210523,20.756,0.078,19.88,0.018,19.544,0.028,19.438,0.025,19.456,0.089
2362,250.180069,36.50703686,20.647,0.064,19.33,0.018,18.763,0.023,18.549,0.03,18.456,0.057
169,250.1801608,36.3672713,99.999,9.999,22.71,0.152,21.423,0.089,20.938,0.083,20.571,0.258
174,250.1802087,36.36782415,21.94,0.208,20.652,0.032,20.222,0.031,20.082,0.049,20.111,0.125
2434,250.1808185,36.50899205,99.999,9.999,22.539,0.116,21.311,0.064,20.695,0.057,20.188,0.149
1234,250.1809583,36.46018088,99.999,9.999,22.56,0.133,21.643,0.077,21.306,0.086,99.999,9.999
1261,250.1810169,36.46131865,99.999,9.999,21.5,0.081,20.261,0.069,19.007,0.052,18.245,0.039
2523,250.1810534,36.51114409,17.287,0.014,15.329,0.017,14.645,0.018,99.999,9.999,14.374,0.042
691,250.1810886,36.42342344,21.021,0.098,20.048,0.022,19.701,0.022,19.53,0.023,19.563,0.1
2636,250.181169,36.51442537,20.988,0.089,19.948,0.018,19.638,0.029,19.521,0.031,19.37,0.096
412,250.1812298,36.39568732,21.133,0.103,20.151,0.021,19.788,0.021,19.63,0.025,19.501,0.075
2370,250.181942,36.50556708,99.999,9.999,21.087,0.081,19.849,0.091,19.44,0.086,19.251,0.122
918,250.1820588,36.43945445,99.999,9.999,21.867,0.063,21.281,0.066,20.988,0.07,20.55,0.263
127,250.182293,36.36014909,22.387,0.343,21.289,0.068,20.073,0.062,19.633,0.077,19.354,0.102
1706,250.182295,36.48184037,99.999,9.999,21.808,0.094,21.298,0.092,21.2,0.122,99.999,9.999
2774,250.1823783,36.51713441,99.999,9.999,22.136,0.085,21.516,0.067,21.071,0.072,20.91,0.283
1297,250.1824796,36.46152887,99.999,9.999,21.234,0.044,20.582,0.048,20.407,0.043,20.411,0.213
497,250.1825097,36.40280023,22.501,0.377,21.718,0.064,21.086,0.049,20.88,0.065,20.709,0.272
1565,250.1826321,36.47474299,19.172,0.024,17.776,0.015,17.265,0.015,17.072,0.017,17.009,0.033
385,250.1827279,36.39113553,99.999,9.999,21.372,0.045,20.87,0.045,20.652,0.047,20.54,0.268
5,250.1828257,36.34304679,99.999,9.999,22.39,0.108,21.594,0.069,21.285,0.082,20.758,0.208
2319,250.1831722,36.50260011,20.237,0.048,19.404,0.015,19.114,0.028,19.005,0.024,18.959,0.061
1120,250.183447,36.45112716,99.999,9.999,21.501,0.062,20.894,0.045,20.644,0.048,20.643,0.261
272,250.1835569,36.3766654,99.999,9.999,21.796,0.053,21.152,0.047,20.978,0.061,20.94,0.29
2,250.1838949,36.34153348,22.323,0.242,21.626,0.05,99.999,9.999,21.054,0.124,21.012,0.381
479,250.1839192,36.39939263,21.727,0.173,20.856,0.028,20.373,0.034,20.16,0.041,20.038,0.103
527,250.1839714,36.40556134,19.85,0.037,18.921,0.011,18.666,0.015,18.575,0.017,18.487,0.035
148,250.1840771,36.36078483,99.999,9.999,23.1,0.21,21.536,0.068,20.78,0.079,20.362,0.185
40,250.1841953,36.34650545,22.163,0.271,21.308,0.043,20.679,0.032,20.567,0.05,20.261,0.159
276,250.1842904,36.37621992,99.999,9.999,22.938,0.177,21.58,0.09,21.084,0.069,20.961,0.353
2942,250.1843112,36.5192678,21.001,0.092,21.041,0.036,20.773,0.044,20.803,0.067,20.786,0.262
259,250.1843532,36.3742435,22.074,0.253,21.212,0.044,20.658,0.025,20.477,0.052,20.242,0.133
543,250.1844838,36.40636243,99.999,9.999,21.879,0.074,21.751,0.079,21.671,0.103,99.999,9.999
1254,250.1844996,36.45738649,99.999,9.999,20.929,0.028,20.533,0.034,20.335,0.038,20.173,0.146
