DAOPHOTID,RA,DEC,u,uError,g,gError,r,rError,i,iError,z,zError
28733,250.3605271,36.51606221,19.86,0.039,18.926,0.016,18.644,0.018,18.562,0.032,18.521,0.048
6516,250.3605397,36.39945017,22.515,0.39,21.327,0.04,20.673,0.033,20.534,0.05,20.241,0.155
21984,250.3605419,36.48973086,21.347,0.134,20.206,0.042,19.801,0.047,19.66,0.067,19.649,0.092
27747,250.3605547,36.51221372,20.999,0.109,19.983,0.043,19.637,0.057,19.509,0.079,19.649,0.155
24266,250.3605551,36.4986114,20.867,0.097,19.8,0.021,19.485,0.028,19.37,0.03,19.287,0.094
19222,250.3605562,36.47844155,19.583,0.04,18.669,0.014,18.392,0.016,18.291,0.03,18.222,0.041
16817,250.3605604,36.46819199,19.807,0.05,18.836,0.025,18.5,0.035,18.392,0.054,18.445,0.072
10936,250.3605749,36.43717889,99.999,9.999,21.729,0.101,21.01,0.122,19.917,0.178,99.999,9.999
25880,250.3605755,36.50498302,20.802,0.098,19.832,0.018,19.479,0.024,19.35,0.025,19.289,0.089
15076,250.3605756,36.46029005,99.999,9.999,20.948,0.095,20.586,0.113,20.237,0.115,20.21,0.225
15739,250.3605797,36.46340234,22.116,0.353,20.954,0.067,20.368,0.077,20.218,0.11,20.481,0.268
10327,250.3605799,36.43294696,20.967,0.133,20.484,0.091,99.999,9.999,19.154,0.077,99.999,9.999
16902,250.3605888,36.46857831,20.839,0.112,19.659,0.057,19.177,0.059,19.106,0.092,19.053,0.112
6029,250.3605924,36.39372176,99.999,9.999,22.368,0.098,21.529,0.067,21.266,0.085,20.922,0.288
9786,250.360595,36.42893376,99.999,9.999,21.427,0.07,20.672,0.089,20.548,0.06,20.082,0.15
7712,250.3605993,36.41166073,22.496,0.333,21.929,0.078,21.208,0.086,21.095,0.075,20.738,0.361
13097,250.3605999,36.44983703,99.999,9.999,21.657,0.098,20.708,0.07,20.423,0.07,20.081,0.167
5998,250.3606044,36.39328681,21.604,0.178,20.467,0.026,20.172,0.034,19.981,0.039,20.139,0.169
22482,250.3606072,36.49167269,22.525,0.363,21.79,0.072,21.193,0.078,21.066,0.066,99.999,9.999
12415,250.3606097,36.44618104,21.928,0.293,20.667,0.037,20.036,0.07,19.942,0.054,19.785,0.131
24397,250.3606099,36.4990619,99.999,9.999,21.911,0.084,21.102,0.087,20.782,0.103,20.35,0.233
17994,250.3606173,36.47342043,20.223,0.053,19.263,0.03,18.916,0.039,18.778,0.053,18.744,0.052
23861,250.3606177,36.49701293,20.06,0.066,19.011,0.033,18.762,0.037,18.621,0.049,18.876,0.072
1183,250.3606212,36.2724018,19.942,0.045,18.995,0.018,18.732,0.015,18.633,0.023,18.619,0.047
24686,250.3606239,36.50020168,19.57,0.039,18.622,0.029,18.345,0.034,18.287,0.035,18.374,0.064
11172,250.3606256,36.43862578,19.88,0.054,19.002,0.036,18.752,0.034,18.113,0.125,18.593,0.052
4671,250.3606459,36.37463047,21.553,0.146,20.517,0.024,20.079,0.029,19.914,0.036,20.074,0.173
12899,250.3606492,36.44874493,21.2,0.128,20.163,0.032,19.736,0.04,19.705,0.058,19.537,0.107
30546,250.3606516,36.52308067,20.429,0.067,19.548,0.015,19.17,0.028,19.098,0.039,19.08,0.074
10256,250.3606548,36.4324182,21.536,0.192,20.329,0.038,20.021,0.067,19.893,0.051,19.981,0.16
7469,250.3606605,36.40936572,21.618,0.171,20.449,0.039,20.06,0.051,19.869,0.046,19.656,0.111
25613,250.3606646,36.50380815,19.916,0.049,18.873,0.014,18.57,0.012,18.485,0.029,18.507,0.048
23178,250.3606696,36.49432974,22.172,0.273,21.573,0.068,21.099,0.049,20.712,0.062,20.889,0.296
5264,250.3606702,36.38374928,99.999,9.999,21.696,0.054,21.005,0.059,20.756,0.06,20.52,0.236
19769,250.3606779,36.48061428,19.155,0.032,18.133,0.026,17.804,0.014,17.65,0.028,17.594,0.039
10881,250.3606816,36.43660587,99.999,9.999,21.118,0.064,20.529,0.094,20.329,0.098,20.661,0.268
23816,250.3606865,36.49678343,21.085,0.19,20.288,0.077,20.014,0.049,19.959,0.076,20.034,0.194
28939,250.3606883,36.51668442,20.968,0.102,20.033,0.023,19.692,0.026,19.52,0.035,19.409,0.122
21536,250.3606922,36.48784176,19.15,0.03,18.2,0.017,17.921,0.015,17.804,0.028,17.807,0.039
6556,250.3607034,36.39979872,22.42,0.339,21.305,0.04,20.879,0.05,20.717,0.062,20.374,0.197
11477,250.3607051,36.44036533,99.999,9.999,22.66,0.173,21.735,0.143,21.267,0.116,99.999,9.999
21360,250.3607184,36.48718733,19.79,0.05,18.822,0.019,18.545,0.019,18.445,0.03,18.431,0.051
10329,250.3607234,36.43280611,19.061,0.027,17.957,0.012,17.471,0.034,17.549,0.03,17.297,0.025
2879,250.3607264,36.33707216,99.999,9.999,21.441,0.102,20.25,0.119,19.695,0.122,19.307,0.081
14892,250.3607279,36.45916694,19.127,0.028,18.217,0.017,17.901,0.026,17.761,0.038,17.765,0.033
27501,250.3607314,36.51113886,20.225,0.058,19.26,0.014,18.988,0.018,18.861,0.027,18.931,0.065
11237,250.3607397,36.4389188,19.62,0.036,18.681,0.024,18.422,0.045,18.293,0.059,18.286,0.057
15412,250.3607522,36.46184983,19.916,0.049,18.915,0.015,18.674,0.022,18.577,0.039,18.562,0.057
19666,250.3607684,36.48010957,99.999,9.999,22.072,0.147,21.331,0.087,21.023,0.082,20.734,0.324
25438,250.3607684,36.50305125,99.999,9.999,22.031,0.076,21.304,0.072,20.898,0.065,99.999,9.999
8971,250.360772,36.42250854,20.926,0.087,20.05,0.02,19.711,0.035,19.559,0.044,19.553,0.095
18848,250.3607768,36.47661597,17.005,0.011,15.588,0.013,14.95,0.01,99.999,9.999,14.568,0.028
9562,250.3607797,36.42712427,21.648,0.192,20.685,0.032,20.272,0.042,20.121,0.052,19.945,0.162
14298,250.360785,36.45610498,20.763,0.07,19.759,0.038,19.368,0.053,19.235,0.064,19.457,0.093
18988,250.3607929,36.4771819,20.12,0.065,19.284,0.037,19.025,0.044,18.171,0.101,18.877,0.09
1973,250.3607962,36.30945039,99.999,9.999,21.767,0.068,21.111,0.056,20.958,0.052,20.665,0.276
9855,250.3607964,36.42929472,20.605,0.098,19.719,0.034,19.308,0.06,19.311,0.057,19.141,0.073
12055,250.3608144,36.44387959,21.555,0.251,20.531,0.048,20.079,0.044,19.746,0.039,19.82,0.15
15319,250.360819,36.46127284,22.031,0.266,20.554,0.043,20.277,0.062,19.978,0.078,19.971,0.146
14989,250.3608191,36.45962862,20.241,0.062,19.323,0.023,19.11,0.026,18.967,0.044,18.948,0.078
8627,250.3608251,36.41952075,99.999,9.999,21.906,0.083,21.267,0.062,20.942,0.086,99.999,9.999
11556,250.3608387,36.44075426,22.501,0.344,21.762,0.076,21.292,0.08,21.048,0.115,20.44,0.23
16139,250.3608466,36.46498968,20.916,0.109,19.791,0.034,19.418,0.047,19.285,0.044,19.291,0.104
23748,250.3608525,36.49635576,19.299,0.049,18.305,0.018,18.01,0.014,17.922,0.023,17.849,0.047
17038,250.3608543,36.46893457,20.44,0.077,19.386,0.035,19.053,0.034,18.922,0.054,18.901,0.076
10218,250.3608677,36.43199349,20.733,0.081,19.821,0.017,19.51,0.034,19.39,0.04,19.246,0.095
12229,250.3608701,36.44489604,99.999,9.999,21.251,0.051,20.583,0.07,20.317,0.074,20.305,0.157
12703,250.3608783,36.44739754,99.999,9.999,21.188,0.047,20.664,0.058,20.568,0.067,20.603,0.302
10458,250.3608801,36.4335888,17.449,0.018,16.074,0.015,15.511,0.039,15.294,0.036,15.191,0.031
21942,250.3608908,36.48922412,20.187,0.051,19.173,0.021,18.877,0.033,18.792,0.04,18.781,0.063
8570,250.3608915,36.41900106,99.999,9.999,21.852,0.078,21.203,0.065,20.987,0.105,20.865,0.333
11335,250.3608922,36.43933754,20.556,0.065,19.648,0.041,19.331,0.064,19.19,0.062,19.169,0.1
20635,250.360894,36.48400426,99.999,9.999,21.331,0.048,20.8,0.047,20.645,0.055,20.565,0.286
14853,250.3608947,36.4587784,19.971,0.053,18.988,0.033,18.676,0.043,18.562,0.045,18.506,0.059
13456,250.3609072,36.45143577,20.699,0.075,19.842,0.031,19.633,0.033,19.282,0.036,19.586,0.114
3881,250.3609083,36.36068508,99.999,9.999,21.357,0.048,20.889,0.049,20.68,0.05,20.469,0.267
3721,250.3609097,36.35704155,99.999,9.999,22.815,0.159,21.904,0.092,21.382,0.083,99.999,9.999
21016,250.3609167,36.48557442,20.088,0.062,19.281,0.022,18.942,0.018,18.863,0.032,18.83,0.064
28434,250.3609196,36.51461265,20.737,0.079,19.806,0.039,19.384,0.06,19.305,0.068,19.493,0.113
20052,250.360925,36.48155414,21.297,0.167,20.411,0.073,20.247,0.056,19.817,0.088,20.205,0.192
18351,250.3609306,36.47448306,99.999,9.999,21.864,0.088,21.195,0.06,20.969,0.116,20.832,0.353
8073,250.360933,36.4146215,99.999,9.999,21.922,0.262,21.362,0.176,21.122,0.145,20.643,0.264
9097,250.3609363,36.42330246,20.413,0.07,19.46,0.034,18.971,0.061,18.697,0.071,18.648,0.114
16959,250.3609403,36.46850548,21.193,0.133,19.914,0.066,19.404,0.065,19.395,0.081,19.259,0.118
24916,250.3609428,36.50084607,22.011,0.281,20.883,0.047,20.339,0.077,20.168,0.068,20.328,0.208
22641,250.3609473,36.49192138,99.999,9.999,21.736,0.093,21.317,0.076,21.123,0.099,99.999,9.999
8367,250.3609483,36.41726556,22.399,0.346,22.045,0.143,21.185,0.121,20.999,0.15,99.999,9.999
17374,250.360953,36.47028801,20.019,0.049,19.013,0.023,18.632,0.032,18.47,0.046,18.518,0.047
27895,250.3609564,36.51236638,21.15,0.112,20.168,0.021,19.767,0.024,19.677,0.036,19.555,0.113
17816,250.3609589,36.47232096,20.756,0.126,19.937,0.033,19.626,0.035,19.442,0.044,19.565,0.13
7897,250.360963,36.41299146,19.948,0.06,19.036,0.011,18.785,0.034,18.702,0.034,18.636,0.057
2145,250.3609706,36.31482994,20.999,0.081,20.11,0.021,19.725,0.02,19.597,0.03,19.576,0.096
26815,250.3609709,36.50822853,21.663,0.186,20.863,0.038,20.432,0.032,20.328,0.047,20.559,0.25
7714,250.3609847,36.41127142,99.999,9.999,21.951,0.09,21.335,0.089,20.955,0.07,20.965,0.349
26617,250.3609914,36.50742573,22.324,0.346,21.164,0.048,20.792,0.068,20.464,0.059,20.343,0.224
16774,250.3609952,36.4675661,19.561,0.04,18.592,0.039,18.294,0.059,18.26,0.074,18.341,0.066
9232,250.3609976,36.42432958,21.545,0.161,20.705,0.061,20.345,0.079,19.952,0.088,20.205,0.211
2339,250.3610032,36.32070196,20.908,0.085,19.893,0.03,19.544,0.021,19.419,0.027,19.635,0.107
13871,250.361006,36.45354903,20.118,0.072,19.127,0.047,18.784,0.06,18.611,0.057,18.653,0.07
20971,250.3610065,36.48532124,21.863,0.272,20.68,0.052,20.303,0.049,20.206,0.053,19.974,0.161
12039,250.3610147,36.44359282,18.313,0.017,18.484,0.016,19.017,0.029,19.288,0.039,19.809,0.138
18531,250.3610313,36.47507686,99.999,9.999,21.857,0.102,21.549,0.146,21.696,0.204,99.999,9.999
13585,250.3610333,36.45199938,99.999,9.999,22.154,0.123,21.576,0.122,21.253,0.131,20.718,0.326
26947,250.3610471,36.50864569,99.999,9.999,21.332,0.043,20.731,0.048,20.34,0.048,20.417,0.271
22477,250.3610508,36.4911999,99.999,9.999,21.568,0.072,20.972,0.066,20.692,0.07,99.999,9.999
9823,250.3610547,36.42874613,99.999,9.999,21.486,0.058,20.839,0.066,20.688,0.067,20.898,0.383
17764,250.3610582,36.4720123,20.133,0.069,19.22,0.017,18.915,0.023,18.857,0.039,18.865,0.065
17694,250.3610634,36.47168767,21.004,0.105,19.917,0.026,19.535,0.029,19.394,0.045,19.26,0.089
21635,250.3610664,36.48790126,19.853,0.053,18.877,0.018,18.555,0.018,18.544,0.045,18.403,0.047
23308,250.3610695,36.49439849,21.48,0.156,20.281,0.026,19.894,0.022,20.067,0.064,19.804,0.12
15391,250.361101,36.46133753,20.238,0.058,19.489,0.024,19.132,0.034,19.038,0.054,18.876,0.07
19556,250.3611016,36.47934789,21.567,0.164,20.462,0.039,20.102,0.031,19.841,0.045,19.926,0.133
30594,250.3611055,36.52277489,21.75,0.219,20.742,0.072,20.602,0.054,20.283,0.056,19.909,0.132
23987,250.3611139,36.49701327,19.23,0.035,18.262,0.026,17.968,0.03,17.878,0.042,17.928,0.044
23000,250.3611196,36.49319761,99.999,9.999,22.829,0.192,21.778,0.127,21.446,0.155,20.973,0.341
13167,250.3611224,36.44965763,21.179,0.14,20.124,0.024,19.792,0.033,19.7,0.043,19.929,0.17
13460,250.3611287,36.45125485,19.903,0.038,19.075,0.018,18.791,0.027,18.788,0.037,18.673,0.053
26764,250.3611296,36.50783527,99.999,9.999,21.164,0.045,20.672,0.037,20.392,0.049,20.373,0.207
15130,250.3611332,36.46003192,19.875,0.051,19.057,0.036,18.856,0.045,18.497,0.063,18.749,0.09
5538,250.3611341,36.38704245,22.518,0.382,21.031,0.044,20.493,0.057,20.301,0.038,20.172,0.171
10647,250.3611344,36.43460804,21.687,0.176,20.462,0.027,20.165,0.047,19.9,0.04,19.963,0.167
26383,250.3611502,36.50640335,99.999,9.999,21.306,0.078,20.58,0.068,20.302,0.047,20.126,0.182
16407,250.3611525,36.46581824,20.24,0.054,19.151,0.03,18.782,0.047,18.586,0.064,18.714,0.068
15328,250.3611607,36.46094872,99.999,9.999,21.653,0.081,20.923,0.064,20.76,0.084,20.634,0.267
10124,250.3611795,36.43097318,20.33,0.074,19.385,0.013,19.096,0.027,18.997,0.034,18.985,0.067
5171,250.3611802,36.38182535,20.613,0.068,19.8,0.02,19.431,0.032,19.361,0.047,19.384,0.105
11820,250.3611813,36.44207817,21.921,0.23,20.923,0.045,20.547,0.057,20.252,0.054,20.125,0.203
2066,250.3611864,36.31209583,22.239,0.328,21.12,0.043,20.568,0.049,20.436,0.038,20.395,0.184
14874,250.3612035,36.45857633,21.199,0.16,19.985,0.029,19.491,0.04,19.343,0.047,19.196,0.088
25045,250.3612092,36.50104679,22.033,0.3,20.722,0.031,20.29,0.038,20.087,0.045,20.007,0.168
29732,250.3612168,36.51923445,22.375,0.317,21.194,0.043,20.643,0.044,20.469,0.046,20.111,0.179
11050,250.3612197,36.43716707,21.216,0.146,20.316,0.034,19.912,0.041,19.818,0.059,19.671,0.116
11254,250.3612218,36.43853297,19.203,0.031,18.254,0.027,17.915,0.028,17.814,0.041,17.772,0.032
16068,250.3612359,36.46426368,22.118,0.295,21.018,0.05,20.638,0.054,20.368,0.068,20.572,0.274
27283,250.3612365,36.50976873,21.703,0.171,20.469,0.027,20.021,0.027,19.823,0.027,19.899,0.143
14125,250.3612368,36.45467308,22.161,0.309,21.327,0.079,20.817,0.081,20.35,0.093,20.366,0.249
19073,250.3612381,36.47710581,19.814,0.059,18.892,0.025,18.563,0.041,18.133,0.114,18.417,0.074
4865,250.3612427,36.37696481,99.999,9.999,22.479,0.102,21.727,0.104,21.334,0.078,21.064,0.394
25745,250.3612447,36.50377548,99.999,9.999,20.868,0.04,20.383,0.031,20.23,0.04,20.297,0.244
10173,250.3612476,36.43131427,99.999,9.999,21.82,0.071,21.323,0.09,20.73,0.078,20.493,0.247
28972,250.3612528,36.51621278,20.901,0.099,19.833,0.023,19.434,0.025,19.332,0.03,19.341,0.113
12049,250.361264,36.44338001,99.999,9.999,20.746,0.084,20.134,0.067,20.153,0.079,19.893,0.148
7208,250.3612653,36.40620454,21.046,0.103,19.948,0.049,19.557,0.082,19.449,0.092,19.623,0.141
15488,250.3612694,36.46159251,99.999,9.999,20.681,0.077,20.186,0.098,19.8,0.127,19.754,0.203
12639,250.3612707,36.44665431,20.908,0.097,19.975,0.023,19.707,0.044,19.445,0.051,19.662,0.116
17972,250.3612812,36.47264109,20.055,0.073,19.165,0.045,18.916,0.045,18.897,0.072,18.973,0.082
2528,250.3612983,36.32654886,21.183,0.097,20.22,0.024,19.816,0.027,19.707,0.031,19.734,0.111
22393,250.3613017,36.49062723,21.891,0.247,20.157,0.078,19.595,0.093,19.426,0.11,19.576,0.181
10614,250.3613049,36.43425849,21.802,0.26,20.742,0.071,20.422,0.058,20.226,0.074,20.32,0.23
15045,250.3613052,36.45941,20.692,0.107,19.773,0.029,19.476,0.035,19.519,0.069,19.511,0.137
12508,250.3613064,36.44595716,19.15,0.027,18.158,0.012,17.911,0.026,17.681,0.03,17.76,0.031
20137,250.3613085,36.48152657,19.083,0.034,17.993,0.023,17.561,0.025,17.392,0.037,17.347,0.02
20569,250.3613152,36.48330397,19.14,0.027,18.09,0.017,17.736,0.021,17.579,0.039,17.57,0.034
14077,250.361323,36.45428875,19.8,0.045,18.855,0.014,18.549,0.022,18.463,0.046,18.533,0.054
18247,250.3613263,36.47367082,19.251,0.033,18.224,0.015,17.89,0.017,17.764,0.035,17.721,0.024
12713,250.3613268,36.44698429,21.688,0.182,20.922,0.041,20.448,0.046,20.042,0.065,20.073,0.147
3384,250.3613293,36.34861203,99.999,9.999,21.45,0.042,20.836,0.038,20.64,0.046,21.129,0.385
15855,250.3613312,36.46317229,21.655,0.176,20.452,0.051,20.184,0.067,19.899,0.056,19.836,0.169
11954,250.3613317,36.44270381,20.02,0.055,19.11,0.015,18.925,0.036,18.729,0.046,18.908,0.068
21222,250.3613372,36.48598065,20.698,0.098,19.802,0.026,19.47,0.019,19.422,0.034,19.575,0.124
6432,250.3613399,36.39776848,21.267,0.121,20.308,0.018,19.967,0.033,19.78,0.032,19.644,0.091
18947,250.3613449,36.47644086,99.999,9.999,20.657,0.082,20.144,0.061,19.695,0.246,19.553,0.177
14560,250.3613487,36.45674166,20.81,0.087,19.76,0.032,19.358,0.044,19.224,0.038,19.263,0.09
337,250.3613583,36.2007989,18.936,0.027,17.748,0.013,17.303,0.028,17.098,0.028,17.071,0.029
12960,250.3613606,36.44830244,21.311,0.129,20.14,0.028,19.71,0.053,19.545,0.062,19.53,0.127
6752,250.3613879,36.40132245,20.461,0.064,19.502,0.013,19.216,0.023,19.137,0.034,19.065,0.055
24894,250.3613903,36.50029631,21.314,0.132,20.059,0.032,19.597,0.047,19.462,0.049,19.494,0.113
13911,250.3614074,36.45335169,20.163,0.05,19.172,0.014,18.842,0.031,18.787,0.047,18.694,0.047
13797,250.3614154,36.45275671,21.984,0.206,20.564,0.035,20.108,0.057,19.919,0.067,19.649,0.119
22866,250.3614202,36.49230065,21.446,0.176,20.776,0.062,20.382,0.045,19.975,0.047,20.324,0.216
16877,250.3614387,36.46756885,19.518,0.042,18.463,0.051,18.096,0.069,18.069,0.259,18.012,0.085
12139,250.3614453,36.44369805,21.081,0.154,20.085,0.049,19.661,0.06,19.601,0.068,19.503,0.109
1869,250.3614469,36.3047645,99.999,9.999,21.525,0.053,21.172,0.043,21.141,0.077,20.694,0.283
23787,250.3614495,36.49588282,19.422,0.039,18.422,0.021,18.163,0.031,18.102,0.035,18.135,0.052
14837,250.3614495,36.45813678,21.394,0.213,20.466,0.058,20.194,0.059,19.884,0.082,19.897,0.181
25985,250.3614556,36.50447275,20.64,0.16,19.236,0.1,19.23,0.145,18.794,0.185,99.999,9.999
8647,250.3614572,36.41904099,20.89,0.095,20.055,0.021,19.743,0.034,19.559,0.037,19.644,0.115
18095,250.3614602,36.47293488,18.478,0.025,17.205,0.027,16.769,0.031,16.55,0.042,16.521,0.023
10564,250.3614764,36.43367207,20.854,0.168,19.765,0.065,19.239,0.093,19.486,0.089,19.08,0.146
22994,250.3614832,36.49278914,22.145,0.31,20.851,0.035,20.398,0.041,20.177,0.061,20.005,0.144
7632,250.3614869,36.40993992,99.999,9.999,21.186,0.076,20.669,0.092,20.458,0.103,20.443,0.29
5970,250.3614939,36.39210321,99.999,9.999,23.051,0.182,22.039,0.103,21.445,0.092,21.223,0.375
884,250.3614957,36.25312675,21.931,0.194,21.141,0.06,19.973,0.068,19.468,0.077,19.184,0.084
11817,250.3615006,36.44173241,21.774,0.238,20.853,0.041,20.37,0.046,20.214,0.05,20.48,0.286
13128,250.3615072,36.44908891,99.999,9.999,22.557,0.178,21.512,0.112,21.179,0.109,20.603,0.261
10962,250.3615166,36.43634524,19.344,0.03,18.386,0.016,18.101,0.038,18.008,0.03,18.046,0.041
8046,250.361519,36.41379168,21.786,0.228,20.975,0.035,20.532,0.042,20.279,0.061,20.268,0.2
9734,250.3615229,36.42767689,22.57,0.367,21.455,0.076,20.965,0.071,20.736,0.067,20.769,0.332
12524,250.3615315,36.44580551,21.651,0.237,20.263,0.051,19.442,0.062,20.123,0.111,19.312,0.105
5471,250.3615319,36.38561868,18.637,0.019,17.87,0.01,17.64,0.021,17.353,0.02,17.381,0.023
7086,250.3615395,36.40456479,21.818,0.239,20.628,0.026,20.178,0.037,20.011,0.043,19.983,0.175
20360,250.3615436,36.48215665,99.999,9.999,20.906,0.091,20.482,0.099,20.195,0.117,20.158,0.152
12671,250.3615461,36.44659116,20.268,0.057,19.42,0.013,19.058,0.025,19.063,0.04,18.852,0.064
13344,250.3615475,36.45018807,21.437,0.149,20.503,0.033,20.038,0.032,19.776,0.043,19.714,0.131
24141,250.3615537,36.49712627,99.999,9.999,21.282,0.129,20.643,0.099,20.554,0.097,20.195,0.222
5716,250.3615548,36.38910601,99.999,9.999,22.114,0.088,21.395,0.051,21.158,0.074,20.544,0.214
9571,250.3615571,36.42639102,20.483,0.092,19.476,0.08,19.17,0.097,18.875,0.119,19.004,0.108
19967,250.3615586,36.48056888,16.13,0.01,14.892,0.012,15.02,0.01,15.16,0.031,15.245,0.033
19722,250.3615586,36.47951975,99.999,9.999,21.155,0.072,20.369,0.06,20.168,0.076,20.041,0.182
2919,250.3615605,36.33690549,19.448,0.032,18.441,0.012,18.171,0.023,18.077,0.023,18.129,0.04
10784,250.361568,36.43503375,20.73,0.077,19.747,0.022,19.396,0.05,19.21,0.044,19.274,0.09
5032,250.3615735,36.37922218,20.644,0.074,19.705,0.013,19.344,0.029,19.257,0.03,19.247,0.07
8859,250.3615788,36.42083333,20.506,0.062,19.572,0.025,19.207,0.04,19.131,0.052,19.151,0.06
6646,250.361579,36.39991053,20.443,0.06,19.587,0.015,19.315,0.031,19.218,0.033,19.06,0.06
9207,250.3615795,36.42357259,20.925,0.115,20.023,0.024,19.623,0.036,19.43,0.066,19.63,0.13
14964,250.3615824,36.45866587,19.681,0.036,18.779,0.016,18.492,0.028,18.407,0.041,18.403,0.038
11625,250.361586,36.44041727,99.999,9.999,21.895,0.083,21.315,0.097,21.143,0.12,99.999,9.999
23410,250.3615871,36.49422443,21.257,0.135,20.476,0.034,19.921,0.042,19.594,0.072,19.84,0.136
15180,250.3615911,36.45980234,17.898,0.014,16.588,0.009,16.044,0.019,15.849,0.036,15.727,0.024
11140,250.3615942,36.43746824,22.197,0.328,21.181,0.06,20.531,0.059,20.278,0.064,20.306,0.228
22856,250.3615945,36.49209189,20.195,0.055,19.178,0.026,18.885,0.021,18.841,0.03,18.726,0.055
22590,250.3616207,36.49103311,19.888,0.043,18.894,0.032,18.541,0.055,18.458,0.073,18.58,0.08
5840,250.3616246,36.39043036,16.687,0.024,15.114,0.007,14.474,0.026,99.999,9.999,14.089,0.013
13042,250.3616289,36.4485209,21.487,0.157,20.564,0.039,20.058,0.05,19.857,0.066,19.594,0.143
2620,250.3616299,36.32881164,21.321,0.143,20.373,0.027,19.999,0.026,19.791,0.034,19.865,0.13
6992,250.3616692,36.40351681,22.194,0.287,21.201,0.043,20.661,0.045,20.471,0.037,20.372,0.238
12381,250.3616772,36.44487212,22.297,0.364,21.694,0.065,21.242,0.072,20.931,0.099,20.539,0.272
22332,250.3616839,36.48994031,21.571,0.182,20.632,0.03,20.156,0.029,20.052,0.037,19.688,0.122
27229,250.3616883,36.50909962,99.999,9.999,22.484,0.108,21.631,0.089,21.271,0.081,99.999,9.999
19327,250.3616913,36.47776459,20.302,0.073,19.412,0.017,19.073,0.024,18.911,0.031,18.981,0.082
12020,250.3616985,36.44277304,19.764,0.047,18.881,0.015,18.589,0.032,18.57,0.052,18.536,0.047
15529,250.3617012,36.4613121,19.217,0.036,18.314,0.024,17.979,0.045,17.954,0.057,17.929,0.054
2873,250.3617029,36.3359153,99.999,9.999,22.017,0.073,21.352,0.069,21.169,0.092,20.874,0.33
17890,250.3617062,36.47187288,20.834,0.109,19.784,0.027,19.453,0.04,19.345,0.06,19.311,0.09
7474,250.3617189,36.40832138,99.999,9.999,22.566,0.16,21.861,0.1,21.491,0.104,99.999,9.999
29806,250.3617216,36.51904013,99.999,9.999,22.567,0.123,21.746,0.097,21.605,0.123,99.999,9.999
22778,250.3617223,36.49168449,19.653,0.04,18.672,0.027,18.409,0.037,18.331,0.04,18.287,0.049
14248,250.361726,36.4548191,19.466,0.029,18.531,0.015,18.292,0.026,18.176,0.042,18.152,0.034
26030,250.3617385,36.50436401,17.83,0.019,16.587,0.018,16.093,0.015,15.913,0.032,15.758,0.031
10067,250.3617425,36.42996411,21.674,0.187,20.325,0.026,19.915,0.036,19.625,0.048,19.476,0.107
20687,250.3617471,36.48332396,21.806,0.265,20.706,0.053,20.245,0.045,20.247,0.1,19.753,0.158
20214,250.3617484,36.48134064,99.999,9.999,20.676,0.077,19.99,0.097,19.886,0.105,19.68,0.14
28609,250.36175,36.51433641,99.999,9.999,22.14,0.094,21.636,0.08,21.357,0.075,99.999,9.999
14848,250.3617509,36.45788488,19.73,0.049,18.726,0.028,18.361,0.038,18.279,0.05,18.346,0.054
5478,250.3617516,36.38551251,20.446,0.093,19.007,0.025,18.454,0.032,18.843,0.05,18.536,0.053
25133,250.3617537,36.50085961,99.999,9.999,21.263,0.043,20.821,0.057,20.578,0.067,20.314,0.226
15980,250.3617575,36.46335292,21.351,0.158,20.306,0.055,19.984,0.052,19.47,0.058,19.959,0.203
18026,250.3617655,36.4723504,20.335,0.081,19.433,0.022,19.156,0.027,19.105,0.049,18.947,0.072
4027,250.3617656,36.36268335,99.999,9.999,22.241,0.09,21.509,0.091,21.213,0.077,99.999,9.999
9574,250.3617663,36.42622202,21.017,0.131,19.752,0.061,19.258,0.074,19.362,0.088,19.113,0.101
20500,250.3617846,36.48254733,21.271,0.177,20.304,0.05,19.829,0.053,19.672,0.059,19.654,0.117
10932,250.3617867,36.4358727,19.85,0.043,18.89,0.014,18.586,0.042,18.543,0.041,18.593,0.056
12236,250.3618021,36.44396365,22.156,0.34,20.79,0.042,20.315,0.05,20.116,0.065,20.183,0.191
27594,250.3618062,36.51041653,19.906,0.046,19.009,0.014,18.756,0.016,18.65,0.026,18.601,0.057
9312,250.361807,36.42418116,19.747,0.082,18.716,0.031,18.309,0.064,17.029,0.121,18.377,0.076
19872,250.3618076,36.47987271,21.111,0.163,19.996,0.047,19.664,0.05,19.454,0.07,19.457,0.115
10473,250.3618127,36.43271347,20.272,0.077,19.177,0.048,18.727,0.068,18.68,0.073,18.84,0.071
2199,250.361813,36.31581138,99.999,9.999,21.102,0.042,20.538,0.035,20.442,0.048,20.29,0.183
9999,250.3618219,36.42943176,20.068,0.044,19.236,0.018,18.96,0.037,18.905,0.034,18.943,0.074
21229,250.3618321,36.48549492,21.026,0.13,19.92,0.024,19.489,0.032,19.407,0.031,19.381,0.095
21583,250.3618359,36.48688555,20.779,0.105,19.785,0.029,19.472,0.025,19.326,0.037,19.388,0.091
10734,250.3618362,36.43449752,99.999,9.999,22.754,0.243,21.482,0.105,21.485,0.154,99.999,9.999
14553,250.3618382,36.45618942,99.999,9.999,21.425,0.068,20.922,0.085,20.685,0.088,20.382,0.214
19137,250.3618465,36.47673723,22.086,0.329,20.767,0.075,20.127,0.096,19.97,0.071,20.045,0.195
