DAOPHOTID,RA,DEC,u,uError,g,gError,r,rError,i,iError,z,zError
387,290.0144686,37.89373982,99.999,9.999,21.71,0.07,99.999,9.999,20.165,0.143,19.825,0.124
112,290.0155584,37.88957412,99.999,9.999,21.328,0.043,20.266,0.023,19.974,0.049,19.67,0.125
541,290.0163696,37.89591683,99.999,9.999,22.516,0.126,21.442,0.137,20.586,0.067,20.486,0.202
649,290.0202343,37.89618815,20.883,0.094,19.639,0.024,19.138,0.016,18.978,0.043,18.917,0.046
1034,290.0207516,37.90259103,99.999,9.999,22.757,0.147,21.163,0.06,19.899,0.043,19.131,0.065
872,290.0207837,37.89962675,99.999,9.999,20.836,0.033,20.088,0.028,19.888,0.045,19.646,0.109
1085,290.0211147,37.90321746,99.999,9.999,22.662,0.136,21.465,0.059,20.801,0.065,20.379,0.245
1356,290.022359,37.90774425,99.999,9.999,20.388,0.024,99.999,9.999,99.999,9.999,18.467,0.214
1269,290.0226622,37.90588612,99.999,9.999,21.641,0.046,20.222,0.033,19.697,0.038,19.12,0.075
1344,290.0235895,37.90699618,99.999,9.999,19.528,0.026,18.268,0.015,17.86,0.038,17.548,0.025
269,290.024082,37.88845834,99.999,9.999,21.648,0.058,20.588,0.042,20.106,0.064,19.527,0.106
210,290.0244713,37.88749282,99.999,9.999,22.596,0.13,21.04,0.066,20.335,0.061,19.988,0.171
508,290.0249152,37.89210324,99.999,9.999,22.418,0.165,20.994,0.089,20.139,0.086,20.057,0.155
1130,290.0250012,37.90271961,20.305,0.055,18.49,0.023,17.676,0.012,17.344,0.044,17.151,0.024
863,290.0250731,37.89786027,99.999,9.999,21.355,0.065,19.963,0.025,19.529,0.026,19.336,0.085
323,290.0252468,37.88873691,99.999,9.999,21.266,0.05,19.925,0.026,19.393,0.032,19.132,0.055
770,290.0254195,37.89608223,21.799,0.264,18.983,0.085,18.271,0.078,17.962,0.098,17.897,0.063
847,290.0270459,37.89682955,99.999,9.999,22.495,0.16,21.089,0.125,19.698,0.047,19.031,0.066
137,290.0272956,37.88552283,20.01,0.047,18.675,0.029,18.021,0.015,17.78,0.03,17.681,0.037
1706,290.027413,37.9118539,19.281,0.033,17.686,0.018,17.022,0.014,16.784,0.044,16.669,0.019
818,290.0279034,37.89603573,99.999,9.999,20.925,0.117,19.65,0.109,19.686,0.119,19.431,0.118
1027,290.0291295,37.89921368,17.282,0.019,15.405,0.02,14.715,0.018,14.478,0.052,14.389,0.027
662,290.0292868,37.89298175,99.999,9.999,21.539,0.066,20.289,0.041,18.757,0.201,19.7,0.136
592,290.0296821,37.89162657,99.999,9.999,21.986,0.103,20.698,0.09,20.326,0.083,20.059,0.169
796,290.0299357,37.89478686,99.999,9.999,21.321,0.046,19.904,0.028,19.396,0.046,19.196,0.084
348,290.030031,37.88721006,21.682,0.208,19.362,0.025,17.772,0.013,16.254,0.03,15.421,0.011
877,290.0310165,37.89588929,21.549,0.146,20.34,0.032,19.744,0.02,19.56,0.045,19.515,0.099
244,290.0315595,37.88528187,99.999,9.999,21.888,0.077,20.638,0.036,19.353,0.028,18.739,0.046
1854,290.0315916,37.91333167,99.999,9.999,21.953,0.099,21.155,0.059,20.909,0.088,20.672,0.273
1741,290.0317456,37.91102588,99.999,9.999,20.675,0.038,19.397,0.018,18.921,0.03,18.646,0.043
2407,290.0322431,37.92383512,99.999,9.999,20.09,0.018,99.999,9.999,99.999,9.999,16.999,0.033
2182,290.0324358,37.91864772,21.457,0.161,19.667,0.024,18.755,0.016,18.462,0.035,18.281,0.032
579,290.0326059,37.89032465,99.999,9.999,23.572,0.289,21.951,0.119,20.63,0.055,19.955,0.127
60,290.0333147,37.88211133,99.999,9.999,23.365,0.233,21.219,0.058,20.26,0.091,19.7,0.161
1650,290.03461,37.90807225,99.999,9.999,21.861,0.062,21.277,0.043,21.212,0.111,20.475,0.209
490,290.034927,37.88799458,21.193,0.12,19.789,0.022,19.159,0.018,18.966,0.028,18.893,0.056
2037,290.0349623,37.91521075,22.085,0.263,21.035,0.035,20.671,0.042,20.504,0.053,20.596,0.268
439,290.0356092,37.88685492,22.451,0.396,20.847,0.035,20.312,0.034,20.097,0.047,19.772,0.125
1824,290.0357502,37.91118203,99.999,9.999,22.309,0.104,20.983,0.046,20.504,0.056,20.117,0.129
147,290.0358319,37.88240798,99.999,9.999,20.33,0.029,19.128,0.023,18.747,0.052,18.646,0.049
734,290.0361743,37.89146053,20.429,0.066,19.062,0.023,18.467,0.014,18.208,0.034,18.089,0.034
2274,290.0368857,37.91883815,99.999,9.999,21.805,0.076,20.611,0.038,19.946,0.05,19.308,0.083
776,290.037319,37.89160843,99.999,9.999,20.803,0.034,19.235,0.016,18.299,0.027,17.713,0.027
1867,290.0376065,37.91127773,21.724,0.203,20.034,0.023,19.357,0.018,19.146,0.029,18.964,0.061
2769,290.0377342,37.92936835,20.37,0.054,18.171,0.024,17.279,0.012,16.882,0.041,16.678,0.014
2542,290.0377945,37.9244603,20.842,0.088,19.103,0.022,18.406,0.016,18.203,0.045,18.059,0.033
1780,290.0382031,37.90932989,99.999,9.999,21.514,0.053,20.13,0.028,19.578,0.031,19.297,0.073
2776,290.0383641,37.92923069,99.999,9.999,20.158,0.042,19.022,0.015,18.757,0.045,18.397,0.042
1407,290.0388908,37.90242672,20.05,0.055,18.473,0.018,17.833,0.01,17.617,0.043,17.455,0.021
2152,290.0393463,37.91537088,99.999,9.999,22.237,0.101,20.759,0.047,20.024,0.041,19.788,0.117
2534,290.0394466,37.92359523,99.999,9.999,20.478,0.032,18.969,0.019,18.358,0.034,17.946,0.022
923,290.0400695,37.89316862,20.867,0.105,19.594,0.024,19.044,0.019,18.826,0.032,18.787,0.039
1937,290.0400846,37.91131961,99.999,9.999,23.66,0.334,22.031,0.109,20.885,0.06,19.818,0.122
994,290.0405944,37.89416844,99.999,9.999,22.924,0.154,21.464,0.066,20.634,0.068,20.02,0.127
2999,290.0407005,37.93285582,21.287,0.129,19.635,0.021,18.866,0.02,18.582,0.034,18.415,0.038
678,290.0408252,37.88879022,99.999,9.999,22.63,0.137,21.595,0.079,21.234,0.097,20.512,0.174
999,290.0412466,37.89402226,99.999,9.999,22.208,0.081,21.032,0.056,20.539,0.055,20.167,0.168
2358,290.0412779,37.91926508,19.422,0.037,17.84,0.022,17.211,0.016,17.011,0.034,16.89,0.015
298,290.0413037,37.8822921,21.235,0.138,19.851,0.018,18.986,0.056,19.471,0.157,18.84,0.072
99,290.0414437,37.87947484,99.999,9.999,20.319,0.027,18.715,0.115,17.264,0.149,17.369,0.146
1132,290.0414875,37.89645366,99.999,9.999,22.795,0.153,21.066,0.058,20.132,0.045,19.478,0.084
2531,290.0417837,37.92265353,21.02,0.112,19.207,0.022,18.486,0.015,18.259,0.031,18.11,0.032
614,290.0418242,37.8873367,99.999,9.999,21.589,0.055,21.011,0.05,20.811,0.062,20.816,0.269
130,290.0418704,37.879831,99.999,9.999,23.357,0.295,19.606,0.15,18.474,0.115,18.42,0.142
2169,290.0419662,37.91466664,99.999,9.999,22.363,0.099,20.677,0.046,19.541,0.027,18.867,0.048
435,290.0420236,37.88432392,99.999,9.999,22.912,0.167,21.338,0.069,20.176,0.044,19.664,0.111
208,290.042735,37.88045644,99.999,9.999,99.999,9.999,19.338,0.128,18.195,0.152,18.804,0.148
1725,290.0435441,37.90608496,99.999,9.999,22.602,0.13,21.071,0.046,20.393,0.056,20.245,0.181
3102,290.0439541,37.93376659,99.999,9.999,21.577,0.067,20.016,0.031,18.851,0.029,18.214,0.028
2750,290.0447438,37.9262843,19.729,0.049,18.316,0.021,17.735,0.014,17.525,0.036,17.402,0.017
343,290.0448139,37.8814832,21.307,0.172,19.286,0.022,18.184,0.069,17.378,0.062,17.168,0.031
409,290.0452328,37.88250012,99.999,9.999,20.968,0.034,18.743,0.157,18.304,0.114,18.695,0.079
3416,290.0455785,37.93940716,19.633,0.038,17.135,0.021,15.971,0.014,15.457,0.038,15.152,0.011
1029,290.045737,37.8928749,99.999,9.999,20.467,0.027,19.552,0.021,19.252,0.037,18.978,0.055
193,290.0458113,37.87914425,99.999,9.999,21.723,0.066,19.324,0.076,19.4,0.074,19.644,0.145
2335,290.0459792,37.91688971,99.999,9.999,20.871,0.033,20.101,0.023,19.568,0.072,19.83,0.118
1278,290.046005,37.89715396,16.377,0.015,14.702,0.01,14.077,0.023,99.999,9.999,13.816,0.027
2175,290.0462553,37.91310215,99.999,9.999,22.249,0.098,20.968,0.046,20.239,0.037,19.965,0.144
1072,290.0463597,37.8934071,22.697,0.38,22.018,0.074,21.205,0.066,20.849,0.075,20.214,0.167
3249,290.0463727,37.93565697,22.002,0.243,20.747,0.032,20.148,0.025,19.94,0.043,19.727,0.107
2678,290.0464003,37.9240948,20.124,0.061,18.793,0.023,18.222,0.015,18.008,0.031,17.875,0.028
685,290.0465303,37.8867311,20.37,0.054,18.135,0.02,17.186,0.008,16.853,0.031,16.655,0.013
2046,290.0467327,37.91086103,22.316,0.317,20.789,0.029,20.319,0.034,20.192,0.044,20.084,0.156
2101,290.046917,37.91167972,22.282,0.31,20.649,0.028,19.777,0.023,19.478,0.027,19.177,0.062
3347,290.0470599,37.93741754,20.163,0.058,18.096,0.018,17.305,0.015,17.049,0.036,16.91,0.017
2311,290.0470659,37.91600114,99.999,9.999,22.571,0.125,21.051,0.056,20.382,0.105,20.21,0.155
2376,290.0471959,37.91742788,18.639,0.039,15.44,0.017,14.002,0.011,99.999,9.999,13.069,0.008
668,290.0475167,37.88609576,99.999,9.999,22.821,0.176,21.24,0.062,19.97,0.037,19.229,0.09
1958,290.0476391,37.90883773,99.999,9.999,21.605,0.056,21.106,0.05,20.886,0.068,20.544,0.214
1662,290.0479141,37.90322874,21.676,0.188,19.724,0.02,18.888,0.014,18.606,0.038,18.399,0.033
3700,290.0479962,37.9440127,99.999,9.999,22.875,0.138,21.344,0.065,20.353,0.05,19.808,0.128
3576,290.0484275,37.94146896,99.999,9.999,22.638,0.129,20.982,0.034,19.756,0.035,19.053,0.05
309,290.0484397,37.87964367,19.763,0.046,17.399,0.017,16.402,0.02,16.074,0.038,15.898,0.013
3097,290.0485681,37.93194409,21.534,0.173,19.895,0.021,19.22,0.018,18.977,0.032,18.776,0.046
2603,290.0486591,37.92162822,99.999,9.999,21.749,0.064,20.195,0.031,19.093,0.02,18.449,0.038
2250,290.0488274,37.91383001,22.247,0.267,20.33,0.027,19.208,0.015,18.765,0.025,18.586,0.042
2979,290.0493693,37.92899063,99.999,9.999,22.457,0.099,21.765,0.09,21.585,0.123,21.034,0.359
1942,290.0494301,37.90780411,99.999,9.999,21.299,0.049,20.398,0.039,20.091,0.038,19.996,0.189
3753,290.0498269,37.94463604,99.999,9.999,21.937,0.064,20.518,0.041,20.127,0.043,20.108,0.134
819,290.0499998,37.88759297,99.999,9.999,20.916,0.038,19.398,0.019,18.35,0.029,17.779,0.02
1616,290.050277,37.90166031,20.868,0.101,19.248,0.022,18.401,0.011,18.121,0.026,17.896,0.026
757,290.0503638,37.88641293,99.999,9.999,23.137,0.206,21.441,0.077,20.275,0.053,19.578,0.11
3572,290.0506382,37.94055103,99.999,9.999,22.558,0.141,21.131,0.062,20.909,0.083,20.575,0.297
3151,290.0512192,37.93166639,99.999,9.999,23.143,0.222,21.505,0.074,20.551,0.06,19.988,0.142
3947,290.051374,37.94849409,19.718,0.039,17.701,0.021,16.853,0.014,16.503,0.037,16.305,0.017
1060,290.0514053,37.89123675,99.999,9.999,21.203,0.053,19.951,0.021,19.492,0.036,19.182,0.067
2908,290.0514197,37.92703347,20.552,0.067,17.878,0.021,16.674,0.011,16.241,0.03,15.99,0.012
534,290.0514197,37.88240286,99.999,9.999,21.266,0.042,20.234,0.026,19.911,0.041,19.808,0.122
733,290.0520131,37.88538349,99.999,9.999,99.999,9.999,22.257,0.137,21.71,0.146,20.81,0.3
3889,290.0521459,37.94672252,15.496,0.011,14.254,0.005,14.001,0.032,99.999,9.999,13.686,0.05
129,290.052345,37.8758086,19.394,0.037,17.899,0.015,17.208,0.018,17.03,0.047,16.923,0.027
573,290.0523757,37.88267576,99.999,9.999,99.999,9.999,22.34,0.165,21.005,0.075,20.294,0.157
1239,290.0524548,37.89397917,99.999,9.999,21.889,0.071,20.514,0.037,19.904,0.038,19.598,0.102
2121,290.052698,37.9097508,19.963,0.05,18.654,0.016,18.049,0.012,17.857,0.035,17.727,0.017
3121,290.0538439,37.93018776,99.999,9.999,21.554,0.063,20.737,0.033,20.604,0.063,20.269,0.197
2013,290.0538531,37.90742793,99.999,9.999,22.14,0.098,21.248,0.061,20.863,0.058,20.78,0.315
1366,290.0541128,37.89595944,99.999,9.999,21.507,0.062,20.384,0.026,20.003,0.039,19.616,0.101
564,290.0542447,37.88176245,99.999,9.999,21.385,0.051,19.931,0.024,19.034,0.022,18.522,0.038
3740,290.0544022,37.94254224,99.999,9.999,23.505,0.267,21.982,0.106,20.87,0.056,20.136,0.143
2219,290.0544537,37.91109321,99.999,9.999,21.096,0.043,19.963,0.025,19.565,0.037,19.251,0.067
3419,290.0546429,37.93596123,99.999,9.999,21.898,0.06,21.344,0.06,21.074,0.091,20.965,0.383
1814,290.0546723,37.90383448,19.907,0.044,18.788,0.018,18.235,0.015,17.945,0.033,17.901,0.024
976,290.0547281,37.88840921,21.428,0.148,20.081,0.019,19.459,0.018,19.248,0.038,19.017,0.061
3174,290.0547937,37.9308185,99.999,9.999,22.169,0.104,20.459,0.066,19.874,0.086,19.516,0.094
907,290.0550456,37.88712804,99.999,9.999,21.158,0.043,20.466,0.03,20.31,0.048,19.995,0.152
1913,290.0552946,37.90516913,21.798,0.241,19.835,0.021,19.114,0.014,18.906,0.036,18.789,0.054
3192,290.0553691,37.93109507,99.999,9.999,21.712,0.068,21.037,0.056,20.85,0.091,20.224,0.15
1826,290.0555053,37.90365794,99.999,9.999,20.902,0.038,20.29,0.03,20.065,0.054,19.692,0.118
2053,290.0555062,37.90765179,20.405,0.056,18.616,0.017,17.861,0.012,17.644,0.037,17.493,0.022
3353,290.0555943,37.9342185,20.101,0.052,18.691,0.019,18.086,0.011,17.892,0.033,17.78,0.023
461,290.0557334,37.87957308,20.202,0.055,18.284,0.014,17.499,0.009,17.228,0.032,17.105,0.015
1746,290.0557397,37.90201182,17.258,0.015,15.358,0.01,14.523,0.018,99.999,9.999,14.03,0.017
4248,290.0558796,37.95364976,99.999,9.999,22.129,0.091,21.03,0.057,20.626,0.064,20.558,0.236
225,290.0559504,37.87564913,99.999,9.999,20.579,0.032,19.442,0.02,19.025,0.033,18.757,0.052
2244,290.0561406,37.91093735,99.999,9.999,20.084,0.022,18.871,0.014,18.426,0.033,18.113,0.033
1915,290.0563816,37.904805,99.999,9.999,23.323,0.233,21.908,0.115,20.823,0.07,20.051,0.167
3775,290.0570801,37.94240389,99.999,9.999,21.47,0.049,20.315,0.025,19.917,0.037,19.72,0.098
131,290.0571234,37.87401463,99.999,9.999,22.917,0.164,21.105,0.068,20.07,0.031,19.439,0.082
1811,290.0573625,37.90277453,99.999,9.999,20.283,0.027,19.393,0.021,19.031,0.039,18.873,0.049
2591,290.0573791,37.91803976,99.999,9.999,23.053,0.175,21.619,0.08,20.902,0.068,20.639,0.261
4072,290.0574036,37.94901338,99.999,9.999,21.312,0.045,19.752,0.028,19.133,0.028,18.75,0.049
3934,290.0575507,37.94593181,22.145,0.302,20.002,0.027,19.098,0.018,18.821,0.032,18.54,0.049
6,290.057815,37.87213202,99.999,9.999,21.299,0.088,20.775,0.18,20.798,0.232,18.664,0.068
1467,290.0578945,37.89605371,20.607,0.073,18.762,0.016,17.793,0.012,17.489,0.029,17.26,0.019
667,290.0579164,37.88211362,99.999,9.999,21.615,0.056,21.066,0.039,20.826,0.092,20.869,0.32
4565,290.0579463,37.9597861,99.999,9.999,20.958,0.033,20.283,0.033,20.087,0.038,19.954,0.162
4656,290.0581425,37.96180401,22.051,0.26,20.931,0.035,20.281,0.028,20.028,0.041,20.054,0.124
3679,290.0581991,37.93964611,99.999,9.999,23.185,0.195,21.671,0.085,19.958,0.033,19.133,0.071
1871,290.0583415,37.90339465,99.999,9.999,23.333,0.236,21.65,0.095,20.734,0.052,20.027,0.139
86,290.0586812,37.87272951,99.999,9.999,21.834,0.065,21.019,0.051,21.06,0.093,99.999,9.999
1118,290.0590012,37.88958014,99.999,9.999,20.626,0.026,19.856,0.021,19.52,0.032,19.286,0.072
4109,290.0590835,37.94925342,99.999,9.999,22.53,0.12,21.403,0.071,21.023,0.105,20.747,0.295
607,290.0590996,37.88063731,16.995,0.015,15.16,0.007,14.445,0.014,99.999,9.999,14.066,0.023
2529,290.0591703,37.91597168,18.524,0.024,17.014,0.014,16.413,0.014,16.183,0.033,16.079,0.014
4041,290.0592423,37.94764393,99.999,9.999,22.32,0.106,20.64,0.057,20.098,0.074,19.567,0.092
92,290.0594194,37.8725254,99.999,9.999,22.778,0.167,21.085,0.057,20.491,0.052,20.075,0.157
3518,290.0594687,37.93587952,99.999,9.999,21.949,0.081,20.125,0.064,19.561,0.082,19.217,0.1
3064,290.0596208,37.92690802,99.999,9.999,22.656,0.136,21.051,0.047,20.368,0.047,20.18,0.137
3890,290.0599375,37.94374342,99.999,9.999,22.675,0.248,21.157,0.067,20.156,0.051,19.506,0.11
4221,290.0600178,37.95152227,99.999,9.999,20.363,0.028,19.036,0.02,18.447,0.029,18.057,0.023
3642,290.0600352,37.93824792,99.999,9.999,21.377,0.052,20.666,0.04,20.429,0.045,20.307,0.195
1993,290.0600359,37.90469592,99.999,9.999,22.549,0.109,21.689,0.102,21.305,0.118,20.897,0.302
3862,290.0602531,37.94307827,18.726,0.028,17.47,0.019,16.933,0.016,16.738,0.038,16.64,0.016
3042,290.0602839,37.92626646,99.999,9.999,21.659,0.051,20.29,0.033,19.486,0.029,19.084,0.067
1169,290.060356,37.88979141,99.999,9.999,23.317,0.214,21.776,0.099,20.748,0.064,20.196,0.167
483,290.060434,37.87810686,99.999,9.999,23.056,0.236,21.366,0.063,20.867,0.075,20.166,0.194
1323,290.0604683,37.89252178,99.999,9.999,22.452,0.106,20.939,0.051,20.077,0.042,19.619,0.105
2652,290.0605905,37.91814582,99.999,9.999,21.698,0.062,21.08,0.047,20.896,0.069,20.464,0.224
4614,290.0607494,37.9596151,99.999,9.999,21.91,0.084,20.359,0.032,19.721,0.04,19.158,0.071
4405,290.0607728,37.95510781,99.999,9.999,23.292,0.227,21.727,0.096,21.084,0.09,20.554,0.227
3001,290.0608213,37.92519879,22.459,0.329,21.955,0.082,21.258,0.065,21.076,0.081,20.753,0.265
3531,290.060895,37.93568454,20.694,0.082,18.848,0.022,18.112,0.013,17.876,0.025,17.756,0.019
4579,290.0611095,37.9587638,20.304,0.062,18.636,0.019,17.934,0.014,17.677,0.033,17.495,0.026
2281,290.0613973,37.90961691,99.999,9.999,22.183,0.087,20.517,0.033,19.643,0.032,19.076,0.076
3161,290.061638,37.92792416,20.127,0.049,17.53,0.02,16.181,0.011,15.648,0.029,15.363,0.008
4513,290.0620822,37.95701372,21.363,0.136,20.197,0.027,19.553,0.02,19.294,0.035,19.296,0.08
4804,290.0621124,37.96402583,99.999,9.999,21.816,0.067,20.431,0.038,19.15,0.023,18.382,0.037
1294,290.0622522,37.89121766,99.999,9.999,22.198,0.095,20.949,0.044,20.33,0.04,20.108,0.143
4006,290.0626666,37.94558864,20.322,0.065,18.7,0.019,18.012,0.015,17.77,0.03,17.585,0.024
5034,290.0630597,37.96882668,22.126,0.268,20.141,0.026,19.363,0.022,19.115,0.032,18.943,0.05
2010,290.0632737,37.90372166,20.959,0.095,19.542,0.018,18.933,0.016,18.748,0.039,18.626,0.055
5108,290.0636331,37.97046973,21.768,0.223,19.492,0.021,18.624,0.018,18.387,0.034,18.233,0.034
704,290.0636345,37.88049288,22.193,0.246,21.205,0.042,20.885,0.046,20.803,0.064,20.612,0.213
1128,290.0638165,37.88785968,22.371,0.322,19.955,0.019,19.024,0.012,18.729,0.029,18.581,0.036
3511,290.0642136,37.93398114,99.999,9.999,22.314,0.09,20.8,0.048,19.602,0.035,18.973,0.066
2872,290.0644512,37.92129285,22.198,0.295,20.461,0.025,19.877,0.022,19.644,0.032,19.686,0.091
1778,290.064453,37.89923356,99.999,9.999,21.381,0.055,19.9,0.023,19.256,0.027,18.855,0.053
4617,290.0645945,37.95818748,99.999,9.999,22.746,0.134,21.468,0.075,20.841,0.07,20.641,0.23
5206,290.0646039,37.97273749,21.604,0.165,20.422,0.027,20.145,0.031,20.125,0.059,20.348,0.164
4772,290.0647428,37.9622534,21.529,0.173,19.453,0.024,18.527,0.017,18.246,0.033,18.076,0.031
873,290.0647724,37.88291319,99.999,9.999,23.246,0.234,21.598,0.066,20.523,0.057,19.968,0.153
38,290.0648537,37.8697553,21.527,0.153,21.877,0.062,21.929,0.12,99.999,9.999,99.999,9.999
4437,290.0649462,37.95415495,99.999,9.999,20.398,0.03,19.27,0.017,18.909,0.024,18.724,0.049
4489,290.0650435,37.95521534,99.999,9.999,22.925,0.153,21.224,0.054,20.226,0.035,19.724,0.105
3323,290.0652027,37.92991933,19.741,0.041,18.379,0.02,17.803,0.013,17.605,0.028,17.539,0.018
2939,290.0652879,37.92223389,99.999,9.999,21.424,0.056,20.102,0.023,19.664,0.028,19.312,0.081
3088,290.0654642,37.92525195,99.999,9.999,20.324,0.029,19.297,0.016,18.963,0.032,18.657,0.05
3853,290.065539,37.94088696,22.126,0.287,20.389,0.069,19.149,0.077,18.634,0.086,18.316,0.077
2091,290.0657166,37.90433961,99.999,9.999,21.749,0.077,21.172,0.061,21.051,0.091,21.039,0.306
5256,290.0658455,37.97342673,22.192,0.265,20.033,0.023,19.196,0.02,18.933,0.034,18.698,0.045
1258,290.0659736,37.88907781,99.999,9.999,23.127,0.193,21.956,0.093,21.064,0.09,20.706,0.347
1379,290.0663203,37.89147176,99.999,9.999,22.688,0.136,21.028,0.058,20.263,0.041,19.951,0.166
980,290.0664149,37.88401969,99.999,9.999,22.641,0.143,21.003,0.052,19.609,0.025,18.793,0.056
4189,290.0665426,37.9484014,99.999,9.999,22.516,0.125,21.351,0.072,20.888,0.074,20.759,0.343
3059,290.0665584,37.9241487,20.394,0.069,18.838,0.019,18.214,0.016,17.989,0.024,17.865,0.022
258,290.0665928,37.87208299,20.26,0.046,18.496,0.017,17.779,0.009,17.586,0.034,17.456,0.023
4765,290.0666067,37.96126553,99.999,9.999,20.519,0.027,19.249,0.02,18.738,0.027,18.446,0.036
3698,290.0667587,37.93681875,22.601,0.342,20.593,0.035,19.653,0.017,19.307,0.041,19.117,0.07
1424,290.0667732,37.89201272,99.999,9.999,22.003,0.107,20.482,0.033,19.931,0.043,19.408,0.086
4538,290.0667963,37.95569934,22.273,0.319,19.213,0.023,17.68,0.015,16.96,0.03,16.546,0.014
3845,290.0668945,37.94017882,99.999,9.999,20.239,0.032,19.185,0.019,18.8,0.029,18.565,0.034
1478,290.0669468,37.89283721,99.999,9.999,20.481,0.043,19.443,0.023,19.102,0.032,18.866,0.05
3569,290.0670904,37.93423441,99.999,9.999,21.08,0.036,19.612,0.018,18.978,0.026,18.588,0.039
3005,290.0673546,37.92271371,20.526,0.063,19.111,0.019,18.526,0.015,18.299,0.024,18.223,0.037
1765,290.0674874,37.89783107,99.999,9.999,23.185,0.237,21.902,0.103,21.032,0.081,20.475,0.219
3046,290.0675648,37.92352912,99.999,9.999,23.296,0.265,21.594,0.07,20.77,0.065,20.103,0.119
1512,290.0676125,37.89322854,21.365,0.155,19.294,0.016,18.464,0.014,18.168,0.034,17.95,0.025
3262,290.0676499,37.92775519,99.999,9.999,21.904,0.081,21.15,0.055,20.83,0.081,20.705,0.296
5127,290.0676719,37.9693403,20.993,0.087,18.841,0.019,17.874,0.017,17.511,0.031,17.288,0.019
2912,290.0678012,37.92086761,99.999,9.999,22.573,0.126,21.272,0.083,20.773,0.074,20.199,0.232
1421,290.0678907,37.89153164,99.999,9.999,21.547,0.058,20.946,0.05,20.674,0.059,20.289,0.192
2137,290.068008,37.90422145,99.999,9.999,23.057,0.22,21.686,0.088,21.009,0.079,20.837,0.364
3886,290.0680247,37.94060176,99.999,9.999,21.554,0.046,20.561,0.032,20.226,0.047,20.352,0.221
1550,290.0680524,37.89359258,99.999,9.999,22.289,0.123,20.783,0.041,20.118,0.053,19.991,0.148
4977,290.0681514,37.96547793,99.999,9.999,22.9,0.175,21.2,0.052,20.488,0.055,20.008,0.118
2581,290.0683244,37.91369387,99.999,9.999,22.898,0.177,21.365,0.068,20.773,0.068,20.258,0.174
876,290.068394,37.88155691,99.999,9.999,21.435,0.047,20.153,0.025,19.696,0.033,19.305,0.079
1617,290.0685801,37.89466127,99.999,9.999,23.106,0.223,21.417,0.067,20.723,0.059,20.213,0.167
5056,290.068657,37.96751359,18.646,0.022,17.131,0.022,16.514,0.018,16.296,0.033,16.216,0.02
1247,290.0688635,37.88773951,99.999,9.999,22.784,0.159,21.369,0.056,20.525,0.058,20.139,0.152
2047,290.0690803,37.90230941,18.328,0.022,16.746,0.011,15.988,0.012,15.687,0.036,15.527,0.012
3497,290.0690882,37.9317684,19.834,0.045,18.328,0.02,17.698,0.013,17.484,0.03,17.341,0.016
2855,290.0693701,37.91909028,20.699,0.079,19.432,0.02,18.826,0.014,18.62,0.02,18.486,0.047
4077,290.0693815,37.9444869,99.999,9.999,19.79,0.021,18.247,0.016,17.158,0.025,16.552,0.012
2031,290.0693924,37.90199081,99.999,9.999,20.49,0.102,20.022,0.077,99.999,9.999,19.803,0.208
3938,290.0694814,37.94147248,99.999,9.999,22.898,0.154,21.75,0.087,21.186,0.092,20.635,0.224
1024,290.0695882,37.88367777,99.999,9.999,21.566,0.051,20.637,0.043,20.27,0.056,20.088,0.151
443,290.0696797,37.87383763,99.999,9.999,20.469,0.025,19.399,0.016,19.104,0.035,18.863,0.051
4133,290.0697049,37.94581898,99.999,9.999,23.065,0.21,21.669,0.089,20.657,0.072,19.912,0.126
2259,290.0697478,37.90595976,20.747,0.087,18.928,0.015,18.143,0.011,17.936,0.029,17.757,0.021
2177,290.0699368,37.90412417,21.051,0.098,18.976,0.016,18.044,0.012,17.717,0.035,17.51,0.022
1537,290.0699769,37.89266541,99.999,9.999,22.281,0.101,21.512,0.064,21.289,0.119,21.012,0.324
3200,290.0700311,37.92564507,99.999,9.999,22.646,0.132,21.041,0.054,20.328,0.053,20.043,0.135
3142,290.0700414,37.92438346,99.999,9.999,21.87,0.071,20.428,0.03,19.878,0.03,19.418,0.084
3275,290.070491,37.92699265,99.999,9.999,20.622,0.034,19.726,0.024,19.408,0.029,19.235,0.088
1305,290.0706429,37.88831185,99.999,9.999,21.448,0.049,19.942,0.026,18.854,0.023,18.279,0.032
3147,290.0706828,37.92417453,99.999,9.999,21.335,0.049,20.576,0.036,20.27,0.055,20.143,0.142
1474,290.0707923,37.89129965,99.999,9.999,23.361,0.283,22.202,0.174,21.132,0.106,20.734,0.268
5007,290.0708803,37.9651033,99.999,9.999,23.147,0.195,21.202,0.063,20.54,0.052,20.123,0.153
4571,290.0708944,37.95492281,99.999,9.999,22.188,0.103,20.512,0.039,19.453,0.023,18.893,0.045
4786,290.0711428,37.96007184,99.999,9.999,22.357,0.088,20.661,0.041,19.507,0.026,18.852,0.06
2148,290.0712182,37.90311565,99.999,9.999,23.179,0.219,21.593,0.086,20.378,0.038,19.632,0.11
4508,290.0713193,37.95334841,99.999,9.999,23.009,0.188,21.392,0.071,20.082,0.04,19.381,0.076
5625,290.0714084,37.97954304,99.999,9.999,21.521,0.053,20.809,0.043,20.614,0.062,20.278,0.222
2385,290.0716196,37.90824177,99.999,9.999,21.919,0.077,20.425,0.032,19.033,0.035,18.321,0.035
