DAOPHOTID,RA,DEC,u,uError,g,gError,r,rError,i,iError,z,zError
3455,290.1776305,37.88935694,99.999,9.999,21.256,0.045,20.603,0.035,20.429,0.048,20.144,0.173
5246,290.177647,37.93040178,22.311,0.32,19.931,0.017,18.631,0.01,18.119,0.014,17.83,0.025
2252,290.1776907,37.86445485,99.999,9.999,21.499,0.055,19.818,0.019,18.999,0.015,18.477,0.044
3717,290.1778305,37.89475792,20.914,0.093,19.129,0.011,18.282,0.011,18.017,0.015,17.857,0.028
7937,290.1779354,38.00237288,22.342,0.354,19.95,0.021,19.016,0.014,18.68,0.015,18.457,0.046
8008,290.1779506,38.00423348,19.808,0.045,17.297,0.014,16.139,0.008,15.725,0.008,15.485,0.011
1036,290.1779702,37.84234784,20.469,0.061,18.551,0.009,17.848,0.011,17.636,0.007,17.525,0.019
10360,290.1780109,38.07405233,21.766,0.205,19.728,0.024,18.86,0.015,18.591,0.029,18.454,0.044
4400,290.1780328,37.91001918,21.566,0.187,20.1,0.02,19.478,0.016,19.229,0.025,19.124,0.062
10238,290.1780927,38.07043233,99.999,9.999,20.807,0.041,19.484,0.026,18.602,0.021,17.966,0.032
7062,290.1780995,37.97767088,99.999,9.999,21.083,0.038,19.917,0.023,19.433,0.025,19.156,0.065
8427,290.178102,38.01622098,19.009,0.029,16.387,0.015,15.293,0.01,14.896,0.012,14.648,0.012
1588,290.1781438,37.85210134,18.029,0.02,15.265,0.005,14.111,0.011,99.999,9.999,13.441,0.014
4036,290.1781903,37.90191584,22.001,0.23,20.625,0.027,20.109,0.024,19.893,0.036,20.019,0.156
1772,290.1781963,37.85546152,19.914,0.043,18.117,0.009,17.42,0.011,17.228,0.01,17.111,0.019
10250,290.178254,38.07078516,99.999,9.999,19.694,0.02,18.203,0.016,17.524,0.02,17.168,0.019
7205,290.1782672,37.98124977,21.444,0.152,19.251,0.016,18.321,0.014,17.964,0.012,17.756,0.022
6469,290.1784566,37.96109253,99.999,9.999,99.999,9.999,22.005,0.095,20.815,0.069,20.193,0.198
7846,290.1784805,37.99961994,99.999,9.999,22.271,0.092,21.113,0.043,20.494,0.041,19.902,0.134
223,290.1785028,37.82862309,99.999,9.999,22.142,0.076,20.77,0.038,20.114,0.042,19.711,0.108
5449,290.1786531,37.93426858,99.999,9.999,22.898,0.162,21.437,0.077,20.684,0.063,20.054,0.172
8129,290.1786687,38.00724448,21.137,0.103,19.613,0.018,18.958,0.016,18.674,0.015,18.513,0.042
659,290.1787095,37.83565299,21.328,0.124,19.32,0.013,18.527,0.015,18.263,0.012,18.117,0.029
8955,290.1787312,38.03139521,18.793,0.028,16.684,0.014,15.84,0.014,15.565,0.015,15.418,0.015
6132,290.1787778,37.95227508,20.19,0.052,18.645,0.01,17.961,0.007,17.696,0.013,17.544,0.018
8664,290.1787814,38.02239218,99.999,9.999,22.112,0.092,20.602,0.034,19.889,0.03,19.47,0.111
1203,290.1788994,37.8450081,99.999,9.999,22.748,0.162,21.186,0.055,20.373,0.047,19.705,0.116
5573,290.1789105,37.93713202,22.626,0.35,21.363,0.044,20.709,0.045,20.455,0.038,20.383,0.214
1426,290.1789632,37.84899601,20.027,0.045,18.138,0.013,17.313,0.01,17.024,0.009,16.872,0.017
1031,290.1790233,37.84185523,99.999,9.999,20.009,0.019,19.102,0.015,18.819,0.017,18.665,0.05
4798,290.1791226,37.91903044,99.999,9.999,23.214,0.246,21.774,0.091,20.738,0.068,20.3,0.164
2728,290.179246,37.87422158,21.428,0.154,19.282,0.012,18.453,0.01,18.199,0.013,18.053,0.029
6556,290.1792557,37.96297142,22.471,0.354,20.727,0.029,20.118,0.027,19.82,0.029,19.769,0.118
4214,290.1792812,37.90572372,99.999,9.999,23.074,0.185,21.463,0.075,20.348,0.041,19.822,0.116
10195,290.1793418,38.06867424,20.28,0.064,18.589,0.021,17.859,0.012,17.594,0.026,17.405,0.026
3180,290.179348,37.88333775,99.999,9.999,21.951,0.081,20.987,0.048,20.64,0.06,20.126,0.151
7303,290.1793513,37.98374195,99.999,9.999,20.472,0.023,18.908,0.016,18.176,0.013,17.755,0.021
3254,290.1795574,37.88470974,99.999,9.999,22.76,0.158,21.245,0.061,20.535,0.051,19.895,0.123
9686,290.1795902,38.05369328,20.701,0.09,19.543,0.019,18.891,0.015,18.662,0.024,18.673,0.046
3415,290.1796313,37.88798245,99.999,9.999,23.258,0.249,21.531,0.084,20.64,0.056,19.898,0.142
5575,290.1796717,37.93687559,99.999,9.999,99.999,9.999,22.677,0.186,21.416,0.112,99.999,9.999
6341,290.1797359,37.95714399,99.999,9.999,21.341,0.051,20.029,0.024,19.571,0.023,19.401,0.09
6612,290.179798,37.9643683,99.999,9.999,22.482,0.107,21.272,0.06,20.913,0.08,20.987,0.364
8633,290.1799933,38.02109562,99.999,9.999,22.506,0.163,21.142,0.064,20.695,0.062,20.739,0.335
6131,290.1799993,37.95175242,20.479,0.064,18.924,0.012,18.242,0.009,17.977,0.012,17.889,0.024
8158,290.1800235,38.00754758,21.447,0.159,20.052,0.024,19.508,0.019,19.264,0.022,19.133,0.061
5735,290.1800468,37.94092719,99.999,9.999,20.89,0.037,19.219,0.016,18.141,0.013,17.556,0.023
1372,290.1801782,37.84775463,20.965,0.103,19.036,0.011,18.296,0.011,18.076,0.01,17.977,0.03
7227,290.1802443,37.98101874,99.999,9.999,22.989,0.164,21.232,0.054,20.247,0.043,19.6,0.098
8398,290.1803324,38.01444067,21.101,0.11,19.02,0.017,18.282,0.012,18.033,0.015,17.908,0.03
5704,290.1803456,37.9400431,22.209,0.283,20.656,0.027,19.926,0.02,19.717,0.031,19.619,0.1
2424,290.1804017,37.86733712,99.999,9.999,22.033,0.071,21.303,0.064,21.021,0.092,20.567,0.251
3253,290.1804917,37.88434918,99.999,9.999,22.167,0.085,20.954,0.035,20.511,0.057,20.154,0.138
4706,290.1805086,37.91628091,21.002,0.093,19.088,0.009,18.3,0.012,18.057,0.012,17.91,0.023
9087,290.1806207,38.03442722,20.288,0.062,18.901,0.02,18.26,0.017,18,0.021,17.884,0.028
7736,290.1806301,37.99570866,99.999,9.999,23.331,0.271,21.763,0.081,20.992,0.064,20.289,0.229
9893,290.1807036,38.0591996,99.999,9.999,21.264,0.043,20.369,0.036,20.049,0.034,19.751,0.148
4644,290.1807107,37.91455007,20.164,0.049,18.791,0.01,18.197,0.012,17.994,0.014,17.912,0.022
6795,290.1807123,37.96886692,99.999,9.999,22.098,0.08,21.597,0.088,21.302,0.098,20.543,0.318
6527,290.1807962,37.96177793,19.386,0.029,17.251,0.011,16.316,0.005,15.954,0.009,15.757,0.009
926,290.1808763,37.8392281,99.999,9.999,99.999,9.999,21.989,0.114,21.106,0.081,20.77,0.302
790,290.1809056,37.83681977,18.69,0.018,17.243,0.008,16.678,0.013,16.491,0.008,16.4,0.013
4166,290.1809743,37.90387439,99.999,9.999,21.526,0.054,20.509,0.031,20.23,0.044,20.145,0.204
10044,290.180997,38.06359403,22.284,0.348,20.265,0.025,19.181,0.014,18.766,0.024,18.484,0.043
7676,290.1810106,37.99383907,99.999,9.999,20.361,0.022,18.928,0.013,18.378,0.011,18.016,0.026
6357,290.1810473,37.95702293,22.412,0.398,20.203,0.019,19.415,0.015,19.057,0.017,18.89,0.054
254,290.1810926,37.82813176,99.999,9.999,21.902,0.07,21.111,0.055,20.895,0.086,20.283,0.16
6903,290.1810971,37.97179163,22.229,0.317,20.997,0.036,20.444,0.028,20.211,0.037,19.953,0.156
2725,290.1811505,37.87345048,19.951,0.044,17.931,0.008,17.09,0.008,16.813,0.008,16.667,0.013
4745,290.1812273,37.91692427,99.999,9.999,23.42,0.256,21.705,0.105,21.389,0.118,20.957,0.357
2431,290.1812389,37.86709699,22.385,0.349,20.947,0.03,20.454,0.028,20.252,0.051,20.161,0.192
1499,290.1812748,37.84942025,21.061,0.103,19.223,0.012,18.439,0.014,18.233,0.015,18.094,0.031
8640,290.1813333,38.02078057,99.999,9.999,23.279,0.25,21.657,0.101,21.136,0.081,20.56,0.286
8412,290.1813573,38.01444375,22.166,0.288,20.252,0.025,19.547,0.019,19.255,0.017,19.068,0.08
3299,290.1815394,37.88480982,99.999,9.999,22.247,0.086,20.956,0.049,20.534,0.055,20.467,0.184
32,290.1815595,37.82486458,20.957,0.09,19.463,0.019,18.852,0.02,18.59,0.018,18.428,0.028
1433,290.1815876,37.84812254,99.999,9.999,21.945,0.083,20.569,0.033,20.002,0.036,19.734,0.111
8368,290.1816568,38.01298763,99.999,9.999,21.428,0.054,20.246,0.027,19.76,0.027,19.479,0.107
4647,290.1816582,37.91422114,99.999,9.999,22.601,0.134,21.129,0.053,19.858,0.03,19.259,0.072
1782,290.1816621,37.85434304,20.429,0.067,19.137,0.011,18.575,0.011,18.351,0.013,18.273,0.031
1648,290.1819759,37.85155712,99.999,9.999,22.103,0.09,20.657,0.032,20.056,0.039,19.688,0.125
1332,290.1819962,37.84607832,99.999,9.999,21.351,0.045,20.107,0.026,19.609,0.024,19.443,0.091
8747,290.1820716,38.02349467,18.793,0.026,17.239,0.015,16.612,0.011,16.374,0.014,16.246,0.019
497,290.1820728,37.8316886,99.999,9.999,22.366,0.118,21.077,0.052,20.3,0.051,19.755,0.146
6803,290.1821436,37.96865943,20.128,0.047,18.128,0.013,17.291,0.012,17.017,0.008,16.849,0.014
7147,290.1821581,37.97840202,20.219,0.047,18.761,0.016,18.117,0.014,17.884,0.01,17.77,0.024
836,290.1821611,37.83717473,99.999,9.999,23.005,0.181,21.708,0.089,21.118,0.088,99.999,9.999
2856,290.1821918,37.87583217,99.999,9.999,22.058,0.082,20.586,0.029,19.887,0.04,19.61,0.108
295,290.182229,37.82821449,99.999,9.999,22.992,0.195,21.256,0.058,20.28,0.049,19.697,0.121
442,290.1822666,37.83062775,99.999,9.999,21.528,0.058,20.17,0.026,19.676,0.025,19.571,0.102
1961,290.1822843,37.85722995,99.999,9.999,20.377,0.025,19.361,0.019,19.065,0.017,18.957,0.05
3432,290.1822938,37.88731975,21.962,0.2,20.352,0.02,19.536,0.015,19.243,0.021,18.957,0.058
4129,290.1823006,37.90256657,99.999,9.999,21.793,0.061,20.191,0.029,19.423,0.027,18.926,0.07
7482,290.182395,37.98745951,99.999,9.999,20.463,0.025,19.428,0.018,19.055,0.016,18.792,0.051
941,290.1824328,37.83886381,99.999,9.999,21.421,0.052,19.793,0.025,18.666,0.016,18.021,0.028
7294,290.182489,37.98216981,99.999,9.999,22.181,0.08,21.235,0.062,20.895,0.064,20.834,0.317
2524,290.1825534,37.8685824,20.227,0.065,18.315,0.009,17.603,0.009,17.381,0.009,17.263,0.016
1253,290.1825609,37.84432131,21.093,0.105,19.119,0.013,18.342,0.012,18.109,0.014,17.97,0.027
6852,290.1825946,37.96997567,99.999,9.999,23.276,0.19,21.594,0.092,20.321,0.043,19.97,0.135
5816,290.1826065,37.94218088,99.999,9.999,22.15,0.098,20.53,0.044,19.749,0.043,19.255,0.095
4308,290.1826072,37.906091,99.999,9.999,22.197,0.093,20.995,0.056,20.447,0.04,20.083,0.163
26,290.1826134,37.82441245,22.041,0.26,19.983,0.02,19.054,0.025,18.755,0.019,18.526,0.049
8036,290.1826704,38.00321696,22.025,0.254,20.031,0.022,19.276,0.016,18.975,0.017,18.785,0.056
1783,290.1827345,37.85398994,99.999,9.999,23.407,0.249,21.782,0.084,21.029,0.066,20.829,0.297
6017,290.1828065,37.94738044,99.999,9.999,21.756,0.073,20.246,0.025,19.772,0.031,19.325,0.082
2284,290.1828308,37.86312054,99.999,9.999,20.95,0.033,20.346,0.024,20.123,0.038,20.007,0.167
1111,290.1828492,37.84194501,21.542,0.155,19.392,0.015,18.432,0.015,18.096,0.012,17.897,0.028
9052,290.1828858,38.03268428,99.999,9.999,23.121,0.213,21.703,0.105,20.771,0.061,20.209,0.203
3100,290.1830797,37.88041105,99.999,9.999,23.408,0.345,22.015,0.135,21.103,0.087,20.507,0.235
2832,290.1831296,37.87508404,99.999,9.999,20.346,0.022,19.098,0.015,18.684,0.013,18.426,0.04
3417,290.1831727,37.88668048,99.999,9.999,21.503,0.053,20.074,0.027,19.641,0.027,19.309,0.066
3604,290.1832056,37.89028453,20.218,0.056,18.23,0.007,17.423,0.011,17.179,0.013,17.026,0.018
2453,290.1832644,37.86675199,17.559,0.01,16.19,0.007,15.645,0.008,15.457,0.005,15.366,0.013
212,290.183276,37.82664092,99.999,9.999,22.669,0.139,21.176,0.048,20.304,0.053,19.561,0.08
3165,290.1833214,37.88130109,99.999,9.999,21.685,0.058,20.092,0.023,19.383,0.024,19.126,0.059
8479,290.1833681,38.01572927,99.999,9.999,22.683,0.142,21.108,0.046,20.551,0.069,20.162,0.157
6410,290.1834024,37.95777348,21.828,0.218,21.573,0.046,20.998,0.049,20.783,0.07,20.374,0.251
578,290.1834629,37.83245453,99.999,9.999,21.161,0.045,19.936,0.019,19.43,0.022,19.246,0.06
2506,290.1834927,37.86776606,99.999,9.999,22.08,0.091,20.985,0.051,20.558,0.058,20.386,0.196
3084,290.1835118,37.87983212,99.999,9.999,21.383,0.056,20.464,0.032,20.077,0.039,20.077,0.159
3807,290.183615,37.89467067,99.999,9.999,21.364,0.045,20.342,0.035,19.948,0.045,19.658,0.141
4030,290.1836251,37.89966818,20.949,0.098,18.901,0.011,18.068,0.015,17.788,0.013,17.598,0.022
2099,290.1836324,37.85922892,21.244,0.105,19.125,0.01,18.268,0.012,17.989,0.011,17.805,0.021
339,290.1836471,37.82818819,20.845,0.108,18.913,0.014,18.148,0.01,17.929,0.014,17.814,0.026
5930,290.1836966,37.94482285,20.224,0.049,18.738,0.011,18.088,0.008,17.829,0.011,17.72,0.024
1986,290.1837223,37.85709077,19.84,0.042,18.089,0.008,17.386,0.012,17.195,0.009,17.078,0.013
7962,290.1837229,38.00082862,99.999,9.999,23.116,0.214,21.606,0.07,20.911,0.083,20.31,0.198
8504,290.1837637,38.01623728,99.999,9.999,21.813,0.067,20.44,0.04,19.896,0.035,19.536,0.102
8,290.1839164,37.82378567,22.4,0.318,19.791,0.029,20.908,0.228,18.301,0.106,18.277,0.052
3484,290.1839623,37.88746998,99.999,9.999,20.791,0.036,19.573,0.036,19.178,0.041,18.982,0.071
4151,290.1840493,37.90243186,99.999,9.999,22.269,0.094,20.872,0.045,20.444,0.052,20.216,0.164
8950,290.1840589,38.02923799,99.999,9.999,21.678,0.052,20.279,0.027,19.754,0.031,19.456,0.108
5090,290.1841449,37.92392346,99.999,9.999,21.793,0.062,20.101,0.026,19.273,0.019,18.797,0.051
9920,290.1841962,38.05840097,99.999,9.999,21.84,0.069,20.13,0.033,19.138,0.027,18.542,0.049
2930,290.1841983,37.87652232,99.999,9.999,21.262,0.035,20.344,0.034,20.09,0.034,19.841,0.134
1591,290.1843799,37.8497451,20.022,0.049,18.152,0.008,17.378,0.011,17.115,0.011,16.974,0.012
8699,290.1843832,38.02110711,21.514,0.185,19.814,0.022,18.977,0.014,18.668,0.015,18.483,0.044
6773,290.1843997,37.96693983,99.999,9.999,21.212,0.041,20.272,0.025,19.971,0.026,19.514,0.106
10218,290.1844034,38.06733199,99.999,9.999,21.623,0.059,20.813,0.042,20.505,0.049,20.208,0.21
5616,290.1844342,37.93600176,22.499,0.38,20.143,0.019,19.13,0.014,18.804,0.014,18.622,0.052
7529,290.1844985,37.98801062,99.999,9.999,23.606,0.307,21.774,0.096,20.711,0.047,20.078,0.205
10143,290.1845947,38.06518054,22.156,0.351,20.24,0.025,19.436,0.022,18.997,0.029,18.848,0.05
456,290.1846484,37.82994039,21.739,0.195,19.58,0.015,18.753,0.015,18.491,0.014,18.356,0.035
2150,290.1846684,37.85963053,99.999,9.999,22.461,0.1,21.042,0.044,20.535,0.06,20.273,0.197
3757,290.1846874,37.89302016,99.999,9.999,22.664,0.14,21.086,0.054,20.331,0.045,20.063,0.163
9915,290.1847295,38.05808007,99.999,9.999,22.802,0.153,21.263,0.077,20.47,0.049,20.261,0.188
2472,290.1847641,37.8665743,99.999,9.999,20.843,0.026,19.699,0.021,19.279,0.029,19.073,0.071
2260,290.1847894,37.86184727,99.999,9.999,19.938,0.023,18.413,0.014,17.846,0.013,17.497,0.024
10063,290.1848678,38.06240936,21.108,0.124,18.644,0.018,17.815,0.012,17.526,0.028,17.366,0.02
8787,290.1848812,38.02343916,18.113,0.024,16.31,0.015,15.541,0.012,15.271,0.013,15.123,0.019
4098,290.184926,37.90069146,20.475,0.06,18.458,0.007,17.637,0.013,17.397,0.015,17.226,0.014
2813,290.1849388,37.87381522,99.999,9.999,23.225,0.222,21.646,0.075,20.716,0.066,19.967,0.104
4904,290.1849747,37.91911926,99.999,9.999,20.413,0.024,19.328,0.019,19.087,0.022,18.939,0.06
4924,290.1850951,37.91948036,21.067,0.105,18.995,0.009,18.188,0.012,17.923,0.013,17.781,0.025
9696,290.1850958,38.05197402,22.325,0.345,22.237,0.091,20.755,0.035,19.997,0.038,19.535,0.097
2530,290.1850973,37.86769603,99.999,9.999,22.179,0.08,20.637,0.029,19.808,0.03,19.448,0.091
719,290.1851264,37.8341678,19.78,0.039,17.977,0.009,17.321,0.013,17.112,0.008,16.991,0.013
1839,290.1851542,37.85427572,99.999,9.999,22.387,0.249,19.951,0.044,19.621,0.039,19.341,0.107
1488,290.1851978,37.84766882,99.999,9.999,22.478,0.121,20.905,0.054,20.207,0.049,19.892,0.145
3814,290.1853585,37.89410661,20.318,0.06,18.328,0.012,17.503,0.015,17.239,0.016,17.115,0.018
2276,290.1853661,37.8619912,99.999,9.999,20.035,0.071,19.404,0.055,18.752,0.026,18.311,0.06
1857,290.1853892,37.8543877,20.451,0.064,18.586,0.01,17.93,0.01,17.711,0.01,17.625,0.025
3689,290.1854102,37.89118291,99.999,9.999,22.376,0.103,20.768,0.039,20.215,0.047,19.728,0.119
9281,290.185456,38.03865802,99.999,9.999,22.046,0.083,20.683,0.035,19.894,0.028,19.431,0.099
9601,290.1855077,38.04877025,99.999,9.999,20.846,0.029,19.858,0.025,19.476,0.025,19.334,0.078
1554,290.1855375,37.84854897,20.425,0.069,18.424,0.008,17.666,0.01,17.427,0.012,17.34,0.019
2375,290.1856124,37.86435613,22.389,0.276,19.823,0.019,18.907,0.02,18.631,0.014,18.537,0.04
691,290.1856458,37.83347161,99.999,9.999,20.98,0.042,19.887,0.022,19.468,0.022,19.328,0.074
4905,290.185677,37.91889841,99.999,9.999,21.887,0.071,20.195,0.024,18.647,0.018,17.75,0.023
2270,290.1857579,37.86167863,18.442,0.017,16.316,0.008,15.416,0.009,15.087,0.004,14.891,0.012
1476,290.1858081,37.84721221,22.582,0.363,20.901,0.039,19.802,0.024,19.354,0.023,19.158,0.084
7877,290.1858705,37.99749957,18.38,0.02,16.141,0.014,15.182,0.011,14.813,0.006,14.588,0.011
286,290.1859844,37.82662085,99.999,9.999,20.312,0.021,19.166,0.011,18.734,0.013,18.535,0.045
228,290.1859929,37.82584103,99.999,9.999,20.897,0.032,19.744,0.019,19.366,0.02,19.192,0.073
5291,290.186004,37.92814067,99.999,9.999,21.475,0.051,20.171,0.031,19.697,0.026,19.395,0.092
9129,290.1860339,38.03362031,22.166,0.328,20.438,0.027,19.621,0.021,19.253,0.025,19.056,0.078
7584,290.1860602,37.98894938,99.999,9.999,23.415,0.259,21.612,0.065,20.367,0.048,19.723,0.114
4581,290.186109,37.91092853,99.999,9.999,23.204,0.231,21.427,0.062,20.528,0.056,20.353,0.184
6045,290.186139,37.9467618,22.405,0.361,22.294,0.088,20.519,0.032,19.517,0.025,18.938,0.051
2143,290.1862203,37.858926,99.999,9.999,22.886,0.194,20.892,0.053,20.4,0.078,20.061,0.154
3508,290.1863015,37.88711848,99.999,9.999,22.745,0.147,21.277,0.065,20.01,0.041,19.114,0.072
3823,290.1863035,37.89400764,22.541,0.384,20.604,0.024,19.606,0.032,19.307,0.043,19.108,0.082
641,290.1863836,37.8323132,21.94,0.247,19.516,0.016,18.675,0.014,18.448,0.014,18.269,0.024
10256,290.1863956,38.06777601,21.967,0.223,19.585,0.019,18.561,0.014,18.254,0.027,18.016,0.029
4632,290.1864474,37.91199256,99.999,9.999,22.493,0.122,20.889,0.047,20.19,0.043,19.827,0.127
1907,290.1864506,37.85480784,19.956,0.044,18.196,0.009,17.547,0.01,17.351,0.007,17.227,0.021
10369,290.1866408,38.0709664,99.999,9.999,21.196,0.045,20.179,0.027,19.839,0.045,19.824,0.137
5040,290.1867756,37.92163313,99.999,9.999,20.815,0.03,19.737,0.02,19.334,0.025,19.228,0.071
7643,290.1867786,37.99041165,20.81,0.092,18.73,0.014,17.908,0.012,17.631,0.007,17.483,0.021
3952,290.1868294,37.89665991,22.173,0.281,20.739,0.028,20.233,0.028,19.918,0.037,19.792,0.108
179,290.1868801,37.82486233,99.999,9.999,20.44,0.03,19.366,0.018,19.078,0.021,18.93,0.053
8921,290.1868945,38.02699475,99.999,9.999,22.01,0.084,21.138,0.053,20.823,0.066,99.999,9.999
1265,290.1869269,37.84274606,99.999,9.999,21.495,0.058,20.17,0.033,19.696,0.027,19.471,0.101
3388,290.1869613,37.88457998,99.999,9.999,22.252,0.097,21.304,0.072,20.876,0.117,20.355,0.249
2261,290.1869627,37.86105094,20.019,0.048,18.251,0.009,17.558,0.011,17.331,0.008,17.219,0.015
6487,290.1870184,37.95817572,99.999,9.999,22.193,0.077,21.531,0.069,21.05,0.085,20.446,0.213
8495,290.1870498,38.01469945,99.999,9.999,23.64,0.368,21.61,0.095,20.805,0.058,20.401,0.214
1528,290.1871686,37.84756629,99.999,9.999,23.092,0.169,21.582,0.065,20.681,0.065,20.034,0.121
945,290.1872547,37.83710522,21.057,0.101,18.967,0.011,18.248,0.016,18.017,0.01,17.904,0.023
2874,290.1872741,37.87422127,21.795,0.223,19.768,0.014,18.565,0.011,18.17,0.01,17.916,0.031
5354,290.1872858,37.92887855,20.875,0.091,18.338,0.007,17.317,0.01,16.998,0.007,16.792,0.014
12,290.1873127,37.82250046,99.999,9.999,20.274,0.028,19.328,0.046,18.889,0.035,18.662,0.045
148,290.1873874,37.82428299,21.632,0.178,19.494,0.016,18.67,0.012,18.387,0.014,18.225,0.037
6321,290.1874121,37.95377267,99.999,9.999,21.319,0.043,20.599,0.036,20.32,0.039,20.081,0.166
4958,290.1874157,37.91930727,21.474,0.151,19.289,0.012,18.43,0.013,18.158,0.01,18.009,0.026
5632,290.1874265,37.93536512,21.622,0.169,19.701,0.016,18.749,0.025,18.41,0.031,18.231,0.045
5927,290.1874324,37.94333728,21.64,0.163,19.026,0.014,17.725,0.008,17.247,0.01,16.965,0.019
1277,290.1875794,37.84284211,99.999,9.999,21.04,0.048,19.919,0.023,19.511,0.024,19.321,0.094
9621,290.1875859,38.04856972,19.933,0.056,18.035,0.013,17.184,0.013,16.844,0.015,16.641,0.012
93,290.1876127,37.82334168,20.62,0.077,18.56,0.012,17.76,0.008,17.508,0.011,17.38,0.017
1196,290.1876469,37.84148201,99.999,9.999,23.326,0.269,21.567,0.061,20.766,0.073,20.502,0.187
7103,290.1877238,37.97512455,99.999,9.999,21.522,0.058,20.702,0.038,20.37,0.044,20.19,0.174
4835,290.1877444,37.91657798,99.999,9.999,22.984,0.177,20.989,0.052,19.889,0.03,19.34,0.074
8056,290.1877904,38.00184517,22.295,0.324,21.051,0.04,20.268,0.028,20.011,0.031,19.786,0.131
1663,290.1879864,37.84954681,99.999,9.999,20.416,0.021,19.354,0.016,19.076,0.022,18.805,0.043
5071,290.1880242,37.92205699,20.867,0.085,18.906,0.01,18.089,0.013,17.861,0.012,17.739,0.028
7250,290.1880257,37.97886196,22.376,0.358,20.261,0.025,19.235,0.016,18.891,0.017,18.664,0.043
3327,290.1880371,37.88291844,99.999,9.999,22.128,0.089,20.499,0.03,19.994,0.029,19.415,0.085
6870,290.1880462,37.96836092,99.999,9.999,23.456,0.254,21.734,0.09,20.938,0.066,20.463,0.231
3424,290.188057,37.88491459,22.272,0.318,20.107,0.018,19.119,0.016,18.813,0.017,18.682,0.045
6009,290.1880732,37.94505448,99.999,9.999,22.242,0.086,20.61,0.036,19.435,0.027,18.741,0.041
7150,290.1880829,37.97622092,99.999,9.999,23.696,0.352,22.202,0.131,20.596,0.048,19.765,0.139
1286,290.1880958,37.84285132,21.205,0.132,19.633,0.016,19.102,0.015,18.924,0.013,18.906,0.071
9575,290.1881125,38.04675845,99.999,9.999,21.016,0.038,20.013,0.026,19.59,0.032,19.49,0.098
2943,290.1881478,37.87513734,99.999,9.999,21.826,0.054,20.4,0.029,19.074,0.018,18.394,0.042
4343,290.1881601,37.90474475,99.999,9.999,21.743,0.058,20.378,0.032,19.925,0.038,19.425,0.088
8049,290.1882031,38.00146555,99.999,9.999,20.855,0.031,20.05,0.024,19.7,0.029,19.436,0.086
4321,290.1882616,37.90417753,99.999,9.999,23.143,0.219,21.818,0.088,20.875,0.068,20.286,0.234
7008,290.1882744,37.97203563,21.746,0.184,20.056,0.023,19.333,0.018,19.093,0.015,18.944,0.057
259,290.1883126,37.82538158,17.659,0.013,17.6,0.008,17.921,0.008,18.214,0.013,18.469,0.041
6064,290.1883461,37.94629689,21.416,0.132,19.394,0.014,18.61,0.012,18.341,0.01,18.216,0.031
8543,290.188369,38.01555916,99.999,9.999,21.072,0.038,19.615,0.016,18.923,0.016,18.543,0.044
8439,290.1884307,38.01264651,99.999,9.999,20.321,0.026,19.392,0.02,19.069,0.024,18.851,0.054
9223,290.1884895,38.03577976,99.999,9.999,22.016,0.069,20.588,0.039,19.636,0.026,18.916,0.058
6696,290.1884906,37.9632548,99.999,9.999,21.362,0.052,19.964,0.02,19.351,0.023,19.08,0.068
937,290.1885137,37.83646445,99.999,9.999,21.129,0.049,19.942,0.046,19.47,0.047,19.348,0.093
9280,290.1888245,38.0373629,20.872,0.115,18.954,0.016,18.092,0.013,17.819,0.017,17.636,0.02
779,290.1888587,37.83353676,19.98,0.043,18.197,0.01,17.528,0.011,17.321,0.01,17.21,0.017
7738,290.1888617,37.99256403,99.999,9.999,22.655,0.146,21.476,0.091,20.709,0.088,20.405,0.228
360,290.1890192,37.82641792,99.999,9.999,20.611,0.027,19.523,0.018,19.208,0.019,18.991,0.06
2275,290.1890468,37.86054386,99.999,9.999,22.577,0.13,20.931,0.048,20.134,0.037,19.809,0.127
3132,290.1890606,37.87859062,99.999,9.999,23.034,0.221,21.549,0.065,20.83,0.083,99.999,9.999
2466,290.189094,37.86477568,22.637,0.38,21.194,0.043,19.969,0.024,19.523,0.025,19.328,0.082
8044,290.1892398,38.00088551,99.999,9.999,23.317,0.258,21.721,0.079,20.886,0.068,20.249,0.176
9461,290.1892659,38.04316929,99.999,9.999,22.543,0.117,21.22,0.055,20.809,0.05,20.618,0.303
5888,290.1893464,37.94152195,99.999,9.999,21.617,0.056,20.751,0.047,20.443,0.051,20.192,0.197
3488,290.1893774,37.88540866,22.561,0.366,20.749,0.03,20.049,0.024,19.862,0.034,19.982,0.148
9242,290.1894045,38.03588678,99.999,9.999,22.483,0.1,20.931,0.053,20.37,0.041,20.02,0.161
7099,290.1894313,37.97435684,99.999,9.999,99.999,9.999,22.09,0.123,20.613,0.044,19.756,0.101
7340,290.1894366,37.98073628,99.999,9.999,22.768,0.145,21.521,0.064,21.164,0.08,21.167,0.386
3170,290.1894377,37.87910464,99.999,9.999,19.879,0.018,18.99,0.014,18.713,0.016,18.616,0.048
8329,290.1894538,38.00879909,21.648,0.185,20.12,0.025,19.286,0.014,18.987,0.017,18.792,0.062
2119,290.1895442,37.85725443,20.558,0.065,18.738,0.011,18.027,0.011,17.823,0.01,17.721,0.022
3018,290.1896457,37.8760623,99.999,9.999,22.136,0.085,20.801,0.039,20.329,0.053,20.374,0.2
